Timestamp,qw,qx,qy,qz,yaw,pitch,roll,label
3455,0.973818,0.031858,-0.104906,-0.199125,156.299454,-11.048023,6.072575,3
3577,0.981269,-0.059438,-0.105162,-0.150037,163.182861,-12.957057,-5.009203,3
3697,0.978558,-0.037925,-0.071331,-0.189443,158.299057,-8.857206,-2.737926,3
3818,0.973741,0.139709,-0.084679,-0.158527,160.437546,-6.927624,17.525314,3
3939,0.978493,0.093846,-0.106758,-0.14946,161.471939,-10.420485,12.661016,3
4060,0.977877,0.049998,-0.131712,-0.154595,161.022461,-14.012691,8.207292,3
4181,0.98042,0.030706,-0.100482,-0.166519,160.205414,-10.766267,5.471629,3
4302,0.976339,9e-06,-0.092855,-0.195272,157.186615,-10.446273,2.114292,3
4425,0.977434,-0.001849,-0.100411,-0.18582,158.276108,-11.360257,1.969996,3
4546,0.984569,-0.007032,-0.101689,-0.142214,163.471786,-11.667933,0.882023,3
4667,0.981822,-0.019812,-0.10092,-0.159501,161.58609,-11.799715,-0.392792,3
4788,0.989625,-0.011309,-0.090512,-0.110967,167.216614,-10.466195,-0.133777,3
4908,0.995547,0.000359,-0.087245,-0.035582,175.870911,-10.002284,0.402866,3
5028,0.990634,-0.03403,-0.096854,0.089979,190.844177,-10.705969,-4.953925,3
5149,0.963355,-0.107463,-0.098459,0.225159,207.360596,-8.123583,-14.710554,3
5272,0.901409,-0.240055,-0.145258,0.329737,221.896591,-5.944412,-32.102032,3
5393,0.867458,-0.272454,-0.150708,0.388026,229.135941,-2.867583,-36.184101,3
5514,0.906817,-0.202892,-0.153008,0.336301,222.750015,-8.107736,-28.401037,3
5635,0.96067,-0.114907,-0.182778,0.174623,203.404495,-18.122452,-17.425457,3
5756,0.98349,-0.02253,-0.179501,0.003182,180.878662,-20.666677,-2.784785,3
5877,0.981883,0.028391,-0.139195,-0.125359,164.716644,-15.43996,5.396469,3
6000,0.9723,0.053923,-0.091477,-0.208205,155.175308,-8.941822,8.320461,3
6120,0.964247,0.06733,-0.087142,-0.241024,151.249832,-7.793142,9.988699,3
