Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
17124,0.02,-0.29,9.80,0.04,-0.05,0.00,12.92,-22.45,-49.49
17259,0.03,-0.23,9.94,0.02,-0.06,0.00,13.40,-21.98,-50.60
17395,0.07,-0.22,9.89,0.01,-0.05,-0.01,12.91,-22.70,-48.87
17531,0.09,-0.15,9.92,0.06,-0.05,-0.02,13.05,-22.68,-50.72
17666,0.10,-0.20,9.95,0.00,-0.04,-0.01,12.67,-22.61,-50.38
17807,0.12,-0.21,9.90,0.02,-0.05,-0.01,12.93,-22.70,-50.25
17943,0.09,-0.14,9.95,0.05,-0.02,-0.01,12.57,-22.60,-50.07
18079,0.12,-0.09,9.98,0.03,-0.04,0.00,12.73,-23.41,-49.15
18214,0.07,-0.13,9.98,0.03,-0.02,-0.00,13.24,-23.31,-50.42
18350,0.10,-0.12,9.91,0.02,-0.02,-0.01,12.48,-23.87,-49.78
18486,0.06,-0.12,9.89,0.02,-0.04,-0.01,12.89,-23.84,-49.88
18627,0.10,-0.10,9.98,0.00,-0.03,-0.00,12.31,-23.84,-51.32
18764,0.08,-0.07,9.98,0.01,-0.06,-0.02,13.05,-23.37,-50.45
18901,0.04,-0.09,9.88,0.02,-0.03,-0.02,12.73,-23.52,-50.53
19042,0.08,-0.06,9.95,0.05,-0.05,-0.00,13.24,-23.36,-49.74
19179,0.12,-0.04,9.94,0.01,-0.04,-0.02,13.17,-24.25,-50.37
19316,0.11,-0.08,9.92,0.00,-0.05,-0.01,13.04,-24.20,-49.81
19453,0.10,-0.12,9.82,-0.00,-0.05,-0.00,12.22,-23.52,-48.42
19589,0.09,-0.10,9.89,0.00,-0.05,-0.01,12.66,-23.18,-48.49
19726,0.15,-0.09,9.87,-0.00,-0.03,-0.00,12.63,-23.55,-50.22
19863,0.12,-0.09,9.94,0.00,-0.07,-0.01,12.48,-23.44,-50.03
20000,0.11,-0.14,9.87,-0.02,-0.05,0.01,12.28,-23.38,-48.96
20142,0.12,-0.18,9.82,0.04,-0.06,-0.00,13.15,-23.52,-49.17
20279,0.14,-0.11,9.87,0.04,-0.05,-0.00,12.67,-23.56,-50.19
20415,0.10,-0.00,9.95,0.02,-0.05,-0.00,13.08,-23.88,-49.71
20550,0.13,-0.04,9.95,0.02,-0.04,-0.01,12.47,-23.81,-49.24
20687,0.14,-0.04,9.97,0.01,-0.01,-0.02,12.69,-24.09,-49.23
20823,0.14,-0.08,9.88,0.03,-0.04,0.00,13.29,-24.04,-49.61
20959,0.11,-0.02,10.03,-0.01,-0.02,-0.01,12.98,-23.84,-49.75
21108,0.14,-0.07,9.88,0.00,-0.04,-0.01,12.38,-24.31,-49.61
21244,0.12,-0.07,9.91,0.01,-0.04,-0.00,12.96,-23.94,-47.97
21422,0.12,-0.06,9.86,0.02,-0.06,0.00,12.99,-24.14,-49.44
21562,0.12,-0.03,9.91,0.02,-0.06,-0.00,12.99,-23.68,-49.75
21702,0.17,0.04,10.03,0.03,-0.06,0.01,13.48,-24.29,-50.10
21841,0.11,-0.04,9.87,0.04,-0.01,0.03,12.74,-24.63,-48.95
21982,0.09,0.05,9.93,0.01,-0.05,-0.00,13.75,-24.17,-49.36
22122,0.11,0.02,9.83,-0.01,-0.06,0.00,13.30,-24.54,-50.03
22262,0.09,0.05,9.94,0.02,-0.05,0.00,13.49,-24.42,-50.00
22402,0.07,0.05,9.86,0.00,-0.04,0.01,13.48,-24.14,-49.15
22542,0.11,0.09,9.91,0.02,-0.04,0.00,13.45,-23.84,-50.16
22688,0.12,0.07,9.94,-0.00,-0.04,-0.02,13.65,-24.42,-48.99
22830,0.14,0.07,9.96,0.01,-0.04,-0.01,13.96,-24.13,-48.80
22969,0.14,0.07,9.86,0.02,-0.06,-0.01,12.91,-25.05,-48.98
23109,0.12,0.03,10.00,-0.00,-0.05,-0.02,13.77,-24.16,-48.48
23249,0.15,0.01,9.91,-0.02,-0.06,-0.01,13.55,-24.29,-48.85
23388,0.14,-0.01,9.96,-0.00,-0.05,-0.00,13.56,-24.16,-48.74
23528,0.19,0.01,9.95,-0.00,-0.07,0.01,13.12,-24.35,-48.10
23667,0.18,0.02,9.93,0.02,-0.04,-0.00,12.76,-24.32,-48.25
23813,0.15,-0.01,9.90,-0.01,-0.06,-0.02,13.39,-24.17,-48.82
23953,0.15,-0.01,9.93,0.01,-0.06,-0.00,13.50,-23.85,-48.61
24092,0.17,-0.04,9.89,0.01,-0.06,0.00,12.03,-24.07,-47.43
24232,0.16,-0.07,9.92,0.00,-0.06,-0.01,12.12,-24.22,-48.47
24372,0.24,-0.05,9.93,0.01,-0.06,-0.00,12.53,-23.72,-47.16
24511,0.21,-0.09,9.90,-0.00,-0.04,-0.01,12.63,-23.82,-48.45
24651,0.23,-0.11,9.91,0.02,-0.06,0.01,12.38,-23.94,-48.60
24791,0.25,-0.08,9.91,-0.00,-0.05,-0.01,12.39,-23.49,-48.51
24930,0.22,-0.10,9.91,0.00,-0.04,-0.02,11.94,-23.27,-47.24
25076,0.21,-0.12,9.92,-0.00,-0.05,0.00,12.45,-23.69,-48.06
25215,0.21,-0.14,9.89,0.01,-0.04,-0.00,12.35,-22.67,-47.47
25355,0.19,-0.06,9.92,0.02,-0.02,-0.02,12.00,-23.15,-48.87
25495,0.21,-0.12,9.85,0.02,-0.04,-0.01,12.45,-23.31,-49.05
25634,0.18,-0.11,9.96,0.03,-0.04,-0.00,12.88,-24.16,-47.78
25774,0.23,-0.05,9.88,0.03,-0.04,-0.01,12.42,-22.95,-47.95
25914,0.21,-0.04,9.93,0.02,-0.04,-0.01,12.28,-23.55,-48.67
26053,0.19,-0.04,10.00,-0.01,-0.03,0.01,12.23,-23.34,-48.30
26199,0.17,-0.07,9.94,0.01,-0.05,-0.01,11.68,-23.47,-48.71
26338,0.19,-0.15,9.86,0.02,-0.06,0.01,11.94,-23.74,-48.39
26478,0.22,-0.08,9.88,0.01,-0.04,0.00,12.04,-23.59,-48.04
26618,0.21,-0.08,9.92,0.00,-0.06,0.00,11.74,-23.91,-47.88
26757,0.20,-0.10,9.92,0.01,-0.03,-0.01,12.19,-23.25,-47.12
26897,0.20,-0.11,9.92,0.01,-0.05,-0.00,12.34,-24.14,-47.84
27037,0.18,-0.10,9.94,-0.04,-0.04,-0.02,12.55,-23.24,-46.74
27176,0.16,-0.12,9.99,-0.01,-0.02,-0.01,12.23,-22.96,-47.82
27316,0.18,-0.14,9.90,0.01,-0.05,0.01,12.51,-23.14,-47.98
27461,0.19,-0.12,9.95,-0.02,-0.05,-0.01,12.15,-22.60,-47.53
27601,0.20,-0.19,9.93,0.00,-0.04,-0.01,11.98,-22.60,-47.65
27741,0.20,-0.19,9.89,0.03,-0.04,-0.01,11.85,-22.77,-48.23
27880,0.21,-0.14,9.93,0.01,-0.04,-0.01,12.20,-23.11,-47.98
28059,0.17,-0.12,9.90,0.03,-0.02,-0.01,11.60,-23.27,-47.81
28199,0.19,-0.15,9.93,0.02,-0.03,-0.01,11.91,-23.30,-48.45
28338,0.18,-0.17,9.93,0.04,-0.03,-0.00,11.88,-23.21,-48.14
28485,0.17,-0.11,9.93,0.02,-0.05,-0.00,12.06,-23.55,-47.78
28630,0.20,-0.11,9.93,0.00,-0.05,-0.01,10.99,-23.93,-47.91
28770,0.19,-0.17,9.86,0.01,-0.05,0.01,11.81,-23.82,-47.62
28910,0.18,-0.11,9.97,0.01,-0.06,-0.02,11.20,-23.91,-48.83
29049,0.16,-0.16,10.01,0.02,-0.04,-0.00,12.53,-23.62,-47.98
29189,0.21,-0.12,9.88,0.00,-0.05,0.01,11.58,-23.82,-47.60
29329,0.18,-0.16,9.87,0.01,-0.07,-0.00,11.74,-23.49,-48.19
29468,0.23,-0.15,9.92,0.02,-0.05,-0.01,11.79,-23.74,-47.49
29608,0.23,-0.10,9.94,0.01,-0.05,-0.00,11.56,-23.18,-48.47
29748,0.19,-0.16,9.87,0.01,-0.03,0.00,11.62,-23.56,-48.17
29893,0.18,-0.14,9.87,0.03,-0.05,0.01,14.72,-23.75,-48.00
30033,0.21,-0.13,9.98,-0.01,-0.04,0.01,10.96,-23.91,-48.77
30172,0.16,-0.12,9.93,0.02,-0.04,0.01,11.58,-24.28,-49.72
30313,0.14,-0.19,9.87,0.01,-0.06,-0.01,11.72,-23.76,-48.57
30454,0.14,-0.16,9.88,0.04,-0.06,-0.02,11.25,-23.46,-49.59
30593,0.17,-0.11,9.99,0.03,-0.06,-0.00,11.78,-23.44,-49.25
30733,0.19,-0.08,9.98,0.00,-0.04,-0.02,12.55,-23.90,-49.81
30873,0.12,-0.18,9.92,0.01,-0.02,-0.01,11.93,-23.98,-49.36
31018,0.16,-0.06,10.01,0.01,-0.04,0.01,11.74,-23.88,-49.63
31158,0.13,-0.14,9.96,-0.02,-0.04,-0.01,11.31,-23.57,-49.53
31297,0.16,-0.17,9.95,0.02,-0.05,-0.00,11.12,-22.84,-49.33
31437,0.18,-0.15,9.94,-0.00,-0.04,-0.01,11.66,-23.19,-49.72
31577,0.18,-0.15,9.93,0.01,-0.05,0.00,12.44,-23.65,-48.90
31716,0.21,-0.15,9.89,0.01,-0.07,-0.00,11.46,-23.14,-49.34
31856,0.20,-0.12,9.96,0.01,-0.05,0.00,11.36,-23.46,-50.19
31996,0.19,-0.18,9.95,0.01,-0.04,0.00,11.41,-23.76,-49.44
32135,0.19,-0.16,9.92,0.01,-0.06,-0.01,11.49,-22.87,-48.42
32281,0.20,-0.18,9.87,0.02,-0.05,-0.01,11.63,-23.08,-48.80
32420,0.18,-0.17,9.92,0.02,-0.05,-0.00,11.14,-23.52,-48.98
32560,0.16,-0.14,9.91,0.02,-0.05,-0.00,11.66,-23.49,-49.87
32700,0.23,-0.14,9.88,0.03,-0.04,0.00,11.96,-23.72,-49.77
