Timestamp,qw,qx,qy,qz,yaw,pitch,roll
7055,0.874582,-0.139274,-0.373827,-0.275597,146.388885,-46.941040,-3.153794
7178,0.882835,-0.152147,-0.390340,-0.212320,157.059708,-48.922340,-9.008584
7298,0.870299,-0.164631,-0.425632,-0.185215,162.242599,-53.306034,-12.456687
7418,0.863321,-0.165978,-0.446296,-0.167153,165.566895,-55.698143,-14.110069
7539,0.857589,-0.160469,-0.471920,-0.126783,172.800034,-58.224323,-17.183306
7659,0.865770,-0.179587,-0.457972,-0.091889,180.547012,-55.690079,-23.725986
7779,0.869004,-0.205465,-0.446581,-0.056329,188.190826,-53.064190,-30.699591
7899,0.871311,-0.202375,-0.445764,-0.033887,191.430344,-52.233467,-31.769625
8022,0.869782,-0.173405,-0.460490,-0.036755,189.484879,-54.468800,-27.439695
8142,0.872117,-0.172770,-0.456872,-0.028678,190.517548,-53.784523,-27.755840
8262,0.882036,-0.149174,-0.446683,-0.015016,190.082626,-52.416061,-24.171091
8382,0.895171,-0.112827,-0.431134,0.007336,189.970245,-50.373787,-19.065331
8502,0.919500,-0.119657,-0.374381,0.005669,187.912979,-43.403316,-17.982126
8622,0.933029,-0.140289,-0.331310,0.000266,186.828262,-38.182590,-19.467398
8744,0.940078,-0.123442,-0.307503,0.080307,195.873062,-33.940189,-19.833475
8864,0.922447,-0.075380,-0.333877,0.178680,208.047928,-36.088268,-18.647039
8984,0.907701,-0.086672,-0.313177,0.265478,218.970932,-31.501694,-22.306820
9104,0.917672,-0.111822,-0.218917,0.312155,221.243515,-19.388773,-21.251356
9224,0.931723,-0.119248,-0.130316,0.317303,219.141693,-9.622773,-18.014791
9344,0.933612,-0.123349,-0.115671,0.315856,218.630096,-7.935821,-17.837843
9464,0.930237,-0.123332,-0.122873,0.323018,219.672379,-8.564672,-18.199139
9587,0.926501,-0.119207,-0.125026,0.334283,221.061279,-8.741431,-17.942228
9707,0.921037,-0.117481,-0.124015,0.350001,222.936600,-8.407273,-17.849211
9827,0.920542,-0.117885,-0.117810,0.353295,223.185150,-7.677826,-17.637640
9947,0.929769,-0.126413,-0.089103,0.334068,220.231277,-4.659258,-17.192244
10067,0.949385,-0.116492,-0.040738,0.288841,213.915009,-0.576187,-14.166267
10187,0.980572,-0.078061,0.037251,0.176035,199.946503,5.770133,-8.087644
10307,0.996399,-0.059514,0.054756,-0.025287,176.718994,6.090980,-7.010892
10429,0.969259,-0.092711,0.103369,-0.203095,155.263336,9.365038,-12.985535
10549,0.925442,-0.134436,0.113036,-0.335706,138.973526,6.831806,-19.089277
10669,0.849570,-0.156155,0.066688,-0.499391,119.523071,-2.444572,-19.404705
10789,0.731508,-0.138009,-0.019524,-0.667428,96.364761,-12.285686,-10.367908
10909,0.627961,-0.132723,-0.079957,-0.762658,79.352829,-17.629736,-2.690136
11034,0.554489,-0.117219,-0.155095,-0.809159,67.445709,-21.204243,7.457262
11154,0.511660,-0.131492,-0.173301,-0.831187,61.240356,-23.324064,9.624804
11280,0.429584,-0.126272,-0.163191,-0.879132,50.009449,-21.237059,11.037155
11406,0.398051,-0.126654,-0.160168,-0.894344,45.884045,-20.735556,11.450485
11526,0.410140,-0.110552,-0.151450,-0.892534,47.548054,-18.758194,10.937802
