Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,label
13722,-9.68,1.61,-0.26,0.05,-0.04,-0.01,45.97,-24.29,21.88,2
13858,-9.66,1.7,-0.45,0.03,-0.04,0.01,45.79,-23.94,20.96,2
13994,-9.68,1.61,-0.31,0.01,-0.02,0.01,46.02,-24.22,21.35,2
14129,-9.7,1.76,-0.31,0.0,-0.05,0.01,45.41,-23.41,21.86,2
14265,-9.7,1.6,-0.45,0.01,-0.06,-0.02,46.08,-24.44,21.47,2
14406,-9.63,1.89,-0.57,0.0,-0.02,-0.02,45.09,-24.07,20.91,2
14541,-9.65,1.73,-0.38,0.01,-0.03,0.01,45.66,-23.52,20.23,2
14677,-9.6,1.79,-0.31,-0.01,-0.03,0.01,45.7,-24.13,25.64,2
14813,-9.78,1.76,-0.25,-0.0,-0.06,-0.01,45.86,-25.08,21.21,2
14949,-9.72,1.63,-0.61,-0.0,-0.08,-0.01,45.57,-24.16,21.24,2
15084,-9.69,1.65,-0.41,0.01,-0.05,0.01,46.38,-24.33,20.75,2
15220,-9.71,1.67,-0.28,-0.04,-0.03,-0.01,45.54,-23.65,21.51,2
15356,-9.63,1.79,-0.2,-0.01,-0.04,-0.02,46.23,-24.09,22.27,2
15492,-9.7,1.68,-0.25,0.02,-0.07,0.01,46.1,-24.28,21.29,2
15632,-9.54,1.96,-0.5,-0.0,-0.05,-0.0,45.6,-23.91,21.62,2
15768,-9.6,1.95,-0.26,0.0,-0.04,0.01,46.02,-24.44,21.76,2
15904,-9.65,1.65,-0.39,0.02,-0.05,0.01,45.86,-24.31,22.35,2
16040,-9.64,1.61,-0.46,0.01,-0.06,-0.0,46.05,-23.76,22.45,2
16175,-9.6,1.83,-0.28,0.01,-0.03,-0.02,45.81,-24.19,22.51,2
16311,-9.63,1.68,-0.32,-0.0,-0.04,-0.02,45.89,-24.25,21.54,2
16447,-9.56,1.95,-0.49,0.01,-0.06,-0.01,45.62,-24.41,22.22,2
16583,-9.62,1.69,-0.34,0.0,-0.03,0.02,45.59,-24.86,22.03,2
16723,-9.65,1.7,-0.45,-0.01,-0.01,0.01,45.19,-24.66,22.64,2
16859,-9.68,1.62,-0.38,0.05,-0.05,0.0,46.0,-24.55,21.92,2
16995,-9.72,1.68,-0.35,-0.02,-0.04,-0.04,45.53,-24.25,22.26,2
17137,-9.7,1.94,-0.44,0.02,-0.03,0.04,45.75,-24.03,21.21,2
17273,-9.72,1.47,-0.29,-0.06,-0.08,0.01,46.54,-23.98,22.23,2
17409,-9.62,1.82,-0.65,-0.02,-0.04,-0.05,45.24,-24.82,22.19,2
17544,-9.64,1.97,-0.4,-0.0,-0.02,-0.03,46.45,-24.28,22.95,2
17680,-9.63,1.84,-0.16,0.03,-0.03,0.04,45.69,-24.9,21.95,2
17816,-9.6,1.72,-0.35,0.01,-0.07,-0.02,45.51,-24.66,22.42,2
17967,-9.59,1.98,-0.27,-0.0,-0.01,-0.03,46.11,-24.47,22.17,2
18113,-9.61,1.62,-0.3,0.04,-0.08,0.03,46.16,-24.33,22.16,2
18249,-9.63,1.88,-0.57,-0.01,-0.04,-0.04,45.83,-24.35,22.0,2
18384,-9.65,1.75,-0.21,0.0,-0.03,-0.01,45.86,-24.79,21.16,2
18520,-9.76,1.72,-0.38,0.01,-0.07,-0.01,45.64,-23.95,21.25,2
18656,-9.66,1.67,-0.46,-0.0,-0.04,-0.03,45.35,-24.22,21.05,2
18791,-9.65,1.89,-0.18,0.0,-0.04,-0.02,46.57,-24.31,22.1,2
18927,-9.69,1.67,-0.56,0.01,-0.06,0.04,46.62,-23.17,21.29,2
19069,-9.64,1.72,-0.34,-0.0,-0.03,-0.0,46.2,-24.31,20.89,2
19205,-9.65,1.77,-0.33,0.0,-0.05,-0.02,46.33,-24.92,20.29,2
19340,-9.65,1.77,-0.5,0.02,-0.05,0.0,46.39,-24.8,21.59,2
19476,-9.65,1.61,-0.4,0.02,-0.05,0.02,45.73,-24.14,20.75,2
19612,-9.66,1.52,-0.32,0.01,-0.03,-0.01,46.21,-24.82,21.09,2
19748,-9.65,1.81,-0.53,0.01,-0.02,-0.03,46.26,-24.06,22.22,2
19883,-9.66,1.83,-0.2,0.01,-0.03,-0.02,46.67,-23.81,20.59,2
20019,-9.69,1.69,-0.28,0.01,-0.07,0.01,46.21,-24.25,21.21,2
20155,-9.57,1.9,-0.44,0.03,-0.05,-0.0,45.88,-24.38,21.32,2
20295,-9.68,1.57,-0.1,0.01,-0.05,0.0,46.17,-24.73,20.8,2
20431,-9.65,1.58,-0.45,0.03,-0.06,-0.01,46.49,-24.83,21.46,2
20567,-9.61,1.84,-0.36,0.0,-0.02,-0.03,46.61,-24.38,21.63,2
20703,-9.7,1.63,-0.22,0.02,-0.04,0.01,47.08,-24.29,21.03,2
20838,-9.68,1.51,-0.39,-0.03,-0.05,-0.0,47.21,-24.36,21.47,2
20974,-9.67,1.73,-0.31,0.04,-0.04,-0.01,46.36,-23.93,21.84,2
21110,-9.61,1.81,-0.41,0.02,-0.04,-0.02,46.99,-24.09,22.08,2
21246,-9.62,1.97,-0.27,0.0,-0.03,-0.01,46.99,-24.13,21.95,2
21403,-9.59,1.45,-0.24,0.02,-0.07,0.06,47.03,-24.22,21.32,2
21542,-9.67,1.47,-0.6,0.02,-0.05,0.0,47.24,-24.9,20.07,2
21682,-9.62,1.85,-0.33,0.02,-0.01,-0.01,46.87,-23.88,21.85,2
21822,-9.61,2.05,-0.38,-0.02,-0.05,-0.06,45.82,-24.42,21.47,2
21961,-9.61,1.99,-0.16,-0.0,-0.04,0.02,46.13,-23.98,22.51,2
22101,-9.63,1.45,-0.49,0.01,-0.06,0.03,46.67,-23.66,20.96,2
22241,-9.6,1.63,-0.35,0.06,-0.03,-0.02,47.16,-24.22,21.76,2
22380,-9.65,1.89,-0.27,0.01,-0.01,-0.04,46.36,-24.2,21.88,2
22520,-9.64,1.7,-0.25,0.01,-0.06,-0.02,46.58,-24.51,21.51,2
22666,-9.65,1.77,-0.49,0.03,-0.06,0.02,46.55,-24.6,20.87,2
22805,-9.61,1.8,-0.37,0.0,-0.01,0.02,46.9,-24.25,21.62,2
22945,-9.61,1.76,-0.25,-0.02,-0.03,0.01,46.59,-24.32,21.48,2
23084,-9.63,1.82,-0.26,0.0,-0.03,-0.02,46.61,-24.29,21.78,2
23224,-9.62,1.73,-0.3,0.03,-0.04,-0.02,46.32,-23.91,21.19,2
23364,-9.57,1.99,-0.5,0.01,-0.03,-0.01,47.08,-24.67,21.53,2
23503,-9.61,1.7,-0.43,-0.01,-0.04,0.05,46.33,-24.31,22.64,2
23643,-9.67,1.66,-0.34,-0.01,-0.04,-0.01,46.51,-24.47,22.0,2
23788,-9.57,2.12,-0.41,0.0,-0.02,-0.04,46.17,-24.17,21.81,2
23928,-9.59,1.96,-0.3,0.0,-0.06,-0.01,46.48,-24.76,20.43,2
24068,-9.63,1.71,-0.5,-0.02,-0.06,0.01,46.01,-24.44,22.04,2
24208,-9.65,1.75,-0.58,0.03,-0.05,-0.01,46.21,-24.51,20.83,2
24347,-9.62,1.79,-0.34,0.03,-0.04,-0.02,46.39,-24.58,21.67,2
24487,-9.6,1.92,-0.27,0.01,-0.04,-0.01,45.94,-24.32,21.95,2
24626,-9.61,1.95,-0.16,-0.01,-0.04,0.01,45.73,-24.25,21.82,2
24766,-9.67,1.6,-0.46,0.0,-0.07,0.01,45.83,-24.66,21.69,2
24906,-9.63,1.78,-0.45,0.03,-0.02,-0.02,46.61,-24.73,22.86,2
25051,-9.66,1.84,-0.25,-0.01,-0.05,0.0,46.61,-24.55,22.64,2
25191,-9.66,1.78,-0.4,-0.02,-0.05,0.01,46.13,-23.94,21.29,2
25331,-9.58,1.69,-0.35,0.02,-0.07,-0.01,46.4,-24.88,22.16,2
25470,-9.62,1.84,-0.44,0.03,-0.02,-0.01,45.79,-24.92,21.98,2
25610,-9.52,1.79,-0.21,-0.01,-0.04,0.01,46.48,-24.45,21.5,2
25750,-9.67,1.7,-0.29,0.0,-0.04,0.0,45.94,-24.8,21.84,2
25889,-9.57,1.99,-0.53,0.02,-0.05,0.0,45.85,-24.19,21.86,2
26029,-9.66,1.87,-0.23,0.04,-0.05,0.02,46.45,-24.38,22.01,2
26168,-9.59,1.94,-0.79,0.05,-0.07,-0.0,45.98,-24.52,21.62,2
26313,-9.58,1.85,-0.37,0.02,-0.02,0.03,45.97,-24.01,22.01,2
26453,-9.7,1.69,-0.34,0.02,-0.03,0.0,46.55,-24.79,21.13,2
26592,-9.58,2.02,-0.33,0.04,-0.04,-0.02,46.16,-24.12,21.75,2
26732,-9.59,1.95,-0.16,0.02,-0.04,0.01,46.32,-24.41,21.5,2
26872,-9.66,1.75,-0.61,0.0,-0.04,-0.01,46.35,-23.93,20.26,2
27011,-9.61,1.99,-0.35,-0.01,-0.03,-0.0,46.21,-24.61,20.75,2
27151,-9.62,1.76,-0.42,0.03,-0.05,0.0,46.99,-24.1,21.38,2
27291,-9.61,1.97,-0.3,0.01,-0.04,-0.02,46.65,-24.39,21.13,2
27436,-9.64,1.8,-0.43,0.01,-0.06,0.0,46.7,-24.93,19.73,2
27576,-9.6,1.91,-0.33,0.03,-0.03,-0.0,46.45,-24.63,20.96,2
27715,-9.61,1.9,-0.26,0.02,-0.06,0.0,47.12,-24.33,21.44,2
27855,-9.63,1.74,-0.49,0.03,-0.05,0.01,46.73,-24.36,20.4,2
27995,-9.63,2.05,-0.42,0.02,-0.04,-0.0,46.93,-24.0,20.68,2
28134,-9.59,1.92,-0.12,0.0,-0.06,0.02,46.8,-23.82,21.5,2
28274,-9.65,1.69,-0.52,0.01,-0.08,-0.01,47.28,-24.32,21.79,2
28414,-9.55,2.01,-0.58,0.04,-0.03,0.01,46.84,-24.13,22.11,2
28553,-9.7,1.91,-0.17,0.03,-0.02,-0.01,46.89,-24.71,22.54,2
28698,-9.66,1.96,-0.32,0.01,-0.07,-0.01,46.55,-24.04,21.47,2
28837,-9.6,1.82,-0.53,0.01,-0.08,0.01,46.93,-23.94,20.75,2
28977,-9.59,1.81,-0.35,0.03,-0.03,0.0,45.79,-23.81,20.65,2
29117,-9.63,1.98,-0.31,-0.0,-0.04,-0.01,47.05,-24.09,19.7,2
29256,-9.66,1.77,-0.44,0.01,-0.07,0.01,46.8,-24.31,20.23,2
29396,-9.68,1.7,-0.48,0.03,-0.04,0.0,46.81,-23.75,20.83,2
29536,-9.51,1.96,-0.38,0.06,-0.04,0.0,46.77,-23.87,20.61,2
29675,-9.59,1.99,-0.2,0.04,-0.05,-0.0,47.06,-24.12,20.83,2
29820,-9.65,1.88,-0.44,0.01,-0.04,-0.02,46.84,-24.07,20.72,2
29960,-9.53,2.05,-0.3,0.04,-0.05,0.0,46.78,-23.91,21.48,2
30100,-9.59,1.97,-0.37,-0.02,-0.04,-0.01,46.83,-23.97,20.96,2
30240,-9.62,1.79,-0.31,0.01,-0.08,-0.01,46.83,-23.68,21.84,2
30379,-9.64,1.73,-0.48,0.02,-0.04,-0.0,47.28,-23.87,21.41,2
30519,-9.62,1.7,-0.29,0.01,-0.05,-0.03,46.65,-24.22,21.62,2
30659,-9.58,1.92,-0.25,0.03,-0.05,-0.02,46.95,-23.55,22.01,2
30798,-9.56,1.79,-0.28,-0.0,-0.01,0.01,46.81,-24.26,21.24,2
30938,-9.67,1.79,-0.22,-0.0,-0.05,-0.01,46.92,-24.07,21.38,2
31083,-9.67,1.73,-0.4,-0.02,-0.1,-0.02,47.08,-24.63,21.03,2
31222,-9.52,2.24,-0.44,0.0,-0.01,-0.03,47.06,-24.1,21.86,2
31362,-9.61,1.94,-0.16,-0.02,-0.04,0.0,47.47,-23.84,21.18,2
31501,-9.53,1.67,-0.13,0.1,-0.03,0.01,46.74,-23.5,21.92,2
31641,-9.73,1.6,-0.16,0.03,-0.03,0.03,46.95,-23.93,21.88,2
31781,-9.66,1.85,-0.36,0.01,-0.05,0.02,46.62,-24.06,21.94,2
31920,-9.75,1.49,-0.44,0.04,-0.07,0.0,46.58,-23.88,22.0,2
32060,-9.65,1.8,-0.36,-0.02,-0.03,-0.02,46.54,-23.56,21.66,2
32205,-9.71,1.7,-0.14,-0.04,-0.06,0.0,46.73,-24.23,21.12,2
32344,-9.62,1.61,-0.41,0.02,-0.06,0.0,47.12,-23.66,20.61,2
32484,-9.7,1.71,-0.25,0.04,-0.03,-0.03,46.46,-23.47,21.22,2
32624,-9.63,1.89,0.05,0.04,-0.08,0.02,46.71,-23.75,21.22,2
3161,0.05,0.17,9.87,0.01,-0.06,-0.02,32.99,-25.21,-49.71,3
3297,-0.02,-0.05,9.91,0.02,-0.07,-0.0,32.97,-24.57,-49.56,3
3434,0.06,0.25,9.77,-0.01,-0.07,-0.0,33.02,-25.08,-49.2,3
3571,0.04,0.15,10.03,-0.01,-0.02,-0.02,34.04,-24.42,-45.51,3
3708,-0.02,0.25,10.12,-0.01,-0.01,0.0,33.41,-24.54,-49.59,3
3844,-0.02,0.1,10.1,-0.02,-0.04,0.0,33.7,-24.44,-52.06,3
3981,-0.09,0.03,9.76,-0.01,-0.06,-0.01,33.48,-24.48,-48.25,3
4118,-0.02,-0.1,10.04,-0.01,-0.05,0.01,33.63,-24.52,-48.68,3
4261,-0.07,0.3,9.85,-0.01,-0.02,-0.02,33.79,-24.42,-48.41,3
4399,-0.09,0.04,10.07,0.02,-0.08,0.01,34.1,-24.69,-47.69,3
4536,-0.06,-0.02,10.08,0.03,-0.05,0.01,33.32,-24.33,-48.44,3
4672,-0.05,0.19,9.92,0.02,-0.1,0.02,33.56,-25.05,-49.04,3
4809,0.03,0.18,9.8,0.02,-0.08,-0.01,33.29,-24.44,-48.57,3
4946,0.06,0.02,9.75,-0.01,-0.07,0.01,32.93,-24.86,-48.57,3
5082,0.05,0.06,9.96,-0.0,-0.05,0.01,32.68,-24.22,-48.45,3
5217,0.02,0.06,9.78,-0.06,-0.03,0.01,33.59,-24.13,-48.52,3
5353,-0.08,0.13,10.04,0.01,-0.01,-0.01,33.47,-24.14,-49.17,3
5494,-0.02,-0.06,10.04,0.0,-0.07,-0.01,33.35,-24.35,-48.01,3
5630,0.16,0.14,10.24,-0.0,-0.16,0.03,32.72,-24.92,-50.04,3
5766,0.08,0.11,9.76,-0.02,-0.08,-0.0,33.24,-24.83,-48.99,3
5902,0.15,0.05,9.86,0.0,-0.03,0.0,32.62,-24.33,-49.77,3
6038,0.1,-0.02,10.21,0.0,-0.03,-0.0,32.8,-23.98,-49.66,3
6173,0.11,0.05,9.84,-0.01,-0.11,-0.03,32.55,-24.58,-49.46,3
6309,0.28,-0.04,9.89,0.0,-0.1,0.02,32.34,-24.7,-49.28,3
6445,0.22,-0.04,9.85,0.0,-0.02,0.02,31.94,-24.54,-44.96,3
6586,0.21,-0.23,10.16,0.0,-0.03,0.01,32.72,-24.98,-49.58,3
6722,0.25,-0.19,9.84,0.03,-0.05,-0.01,31.72,-24.5,-48.77,3
6858,0.26,-0.03,9.79,0.03,-0.07,0.0,31.73,-24.47,-48.7,3
6994,0.25,-0.06,9.62,0.01,-0.05,0.01,31.13,-24.28,-49.4,3
7129,0.36,-0.29,10.5,0.17,-0.08,-0.02,31.86,-24.71,-49.74,3
7265,0.32,0.18,9.27,-0.03,-0.07,0.05,30.91,-24.54,-48.82,3
7401,0.38,-0.21,10.22,0.05,-0.02,0.01,32.18,-24.57,-49.9,3
7537,0.36,-0.36,9.8,0.08,-0.05,-0.03,31.06,-24.8,-48.99,3
7672,0.31,0.11,9.67,0.01,-0.05,-0.0,31.18,-24.73,-49.39,3
7814,0.35,0.15,9.82,0.04,-0.05,0.04,31.07,-24.86,-49.93,3
7950,0.41,-0.12,9.97,0.02,-0.04,0.01,30.62,-25.36,-49.97,3
8085,0.48,0.18,10.12,0.01,-0.05,-0.0,31.0,-25.33,-49.96,3
8221,0.53,-0.15,9.81,0.06,-0.03,-0.0,31.42,-24.38,-50.28,3
8357,0.43,0.03,9.75,-0.01,-0.06,-0.03,30.36,-25.01,-49.09,3
8493,0.49,-0.05,9.9,0.02,-0.04,-0.0,30.93,-24.52,-49.44,3
8628,0.45,0.2,9.8,-0.02,-0.07,-0.03,31.28,-24.41,-50.06,3
8764,0.49,0.01,9.95,-0.03,-0.05,-0.01,30.28,-24.61,-49.15,3
8900,0.55,-0.11,10.11,-0.03,-0.03,0.03,30.49,-24.5,-48.8,3
9041,0.47,0.04,9.78,0.01,-0.04,-0.0,31.12,-24.16,-49.28,3
9176,0.5,-0.41,9.88,0.07,-0.01,0.04,31.07,-23.82,-49.66,3
9312,0.43,-0.28,9.95,0.01,-0.04,0.01,31.42,-24.74,-52.34,3
9448,0.46,-0.08,10.17,0.01,-0.08,0.03,30.49,-24.63,-50.19,3
9583,0.47,-0.38,9.71,-0.01,-0.08,0.02,31.45,-24.58,-50.09,3
9719,0.45,-0.16,9.74,0.04,-0.02,0.01,29.96,-24.22,-49.69,3
9855,0.59,-0.04,10.11,0.02,-0.08,0.02,30.55,-24.17,-49.85,3
9991,0.56,-0.06,10.12,-0.02,-0.04,-0.04,29.95,-24.33,-49.52,3
10126,0.46,-0.04,9.77,-0.02,-0.08,0.04,30.71,-23.75,-49.53,3
10267,0.58,-0.27,9.75,-0.0,-0.08,0.02,29.96,-24.14,-50.31,3
10403,0.56,-0.27,9.94,-0.03,-0.05,0.01,30.23,-24.33,-50.06,3
10539,0.54,-0.39,10.07,-0.05,-0.03,-0.02,30.27,-23.6,-49.88,3
10674,0.55,-0.25,9.97,0.01,-0.02,-0.01,30.69,-23.55,-49.01,3
10810,0.54,-0.15,9.95,0.01,-0.01,-0.03,30.52,-23.93,-49.93,3
10946,0.49,-0.2,9.88,0.0,-0.06,-0.02,30.46,-23.46,-49.43,3
11082,0.53,-0.1,10.1,0.03,-0.05,0.02,31.31,-23.21,-50.72,3
11217,0.48,-0.45,9.91,0.04,-0.06,0.02,31.32,-23.37,-49.56,3
11358,0.61,-0.21,10.0,0.03,-0.04,-0.02,31.0,-23.79,-49.71,3
11494,0.59,-0.11,10.01,0.03,-0.04,-0.01,30.88,-23.87,-50.34,3
11629,0.57,-0.02,9.81,0.02,-0.03,-0.0,30.37,-23.24,-50.03,3
11765,0.57,-0.16,10.04,0.01,-0.04,0.01,30.46,-23.68,-50.19,3
11901,0.59,-0.29,10.14,-0.0,-0.03,-0.02,30.33,-23.03,-50.34,3
12037,0.52,-0.28,9.94,0.01,-0.04,-0.01,31.1,-23.63,-50.32,3
12172,0.52,-0.42,9.93,0.0,-0.04,0.0,29.6,-23.08,-48.73,3
12308,0.51,-0.35,9.86,0.02,-0.05,-0.01,29.58,-23.75,-50.5,3
12444,0.54,-0.31,9.83,0.02,-0.07,-0.01,30.56,-23.59,-50.2,3
12585,0.59,-0.1,9.68,0.03,-0.07,-0.02,30.53,-23.38,-49.65,3
12721,0.6,-0.33,10.19,0.04,-0.03,-0.0,30.46,-23.72,-49.63,3
12857,0.58,-0.24,9.93,0.02,-0.04,-0.01,29.86,-23.15,-49.74,3
12993,0.51,-0.56,9.87,0.0,-0.04,-0.0,29.79,-23.75,-48.92,3
13128,0.56,-0.4,9.84,0.02,-0.03,-0.01,30.49,-23.85,-49.65,3
13264,0.46,-0.22,9.68,-0.01,-0.09,0.02,30.24,-23.59,-49.77,3
13400,0.58,-0.6,10.14,-0.0,-0.05,0.01,30.21,-24.26,-49.39,3
13536,0.56,-0.58,9.97,0.03,-0.05,-0.01,29.95,-23.84,-50.12,3
13676,0.57,0.12,9.9,0.02,-0.05,-0.05,29.17,-23.93,-50.13,3
13813,0.56,-0.35,10.06,0.04,-0.02,-0.03,29.73,-23.75,-49.46,3
13949,0.59,-0.34,9.96,0.01,-0.08,0.01,29.61,-24.42,-49.34,3
14084,0.67,-0.38,9.73,0.03,-0.05,-0.0,29.71,-24.31,-50.75,3
14220,0.57,-0.09,9.98,-0.04,-0.08,0.02,29.25,-24.51,-49.31,3
14356,0.6,-0.4,9.91,-0.01,-0.0,-0.0,29.03,-24.23,-49.25,3
14492,0.6,-0.52,9.82,0.03,-0.02,-0.02,28.63,-23.9,-49.3,3
14627,0.6,-0.32,9.93,-0.02,-0.03,-0.02,29.28,-23.79,-49.15,3
14763,0.5,-0.03,10.12,-0.0,-0.03,0.0,29.6,-23.31,-49.55,3
14904,0.53,-0.58,10.08,0.03,-0.09,0.01,29.82,-23.85,-48.83,3
15040,0.58,-0.55,9.53,0.05,-0.08,-0.0,28.84,-23.46,-49.66,3
15175,0.57,-0.37,9.73,0.0,-0.06,-0.02,29.55,-23.41,-49.46,3
15311,0.59,-0.31,9.85,0.02,-0.06,-0.01,29.87,-23.37,-49.69,3
15447,0.61,-0.29,9.93,0.01,-0.04,-0.0,29.22,-22.96,-49.04,3
15583,0.58,-0.55,9.95,0.02,-0.04,0.02,29.47,-22.84,-49.81,3
15718,0.54,-0.42,9.59,0.03,-0.05,0.02,29.23,-23.38,-48.57,3
15854,0.59,-0.47,9.96,-0.01,-0.03,0.0,29.33,-22.89,-49.96,3
15995,0.64,-0.7,9.93,0.01,-0.04,0.0,29.28,-23.09,-50.75,3
16130,0.53,-0.39,9.89,0.03,-0.06,-0.02,29.86,-22.96,-50.01,3
16266,0.59,-0.36,9.98,-0.02,-0.08,-0.02,29.83,-23.3,-50.15,3
16402,0.64,-0.68,9.91,0.0,-0.06,-0.01,29.67,-23.15,-50.69,3
16538,0.66,-0.52,9.91,0.02,-0.05,-0.02,28.92,-22.79,-50.77,3
16673,0.61,-0.44,9.9,0.02,-0.04,-0.0,30.3,-23.33,-50.31,3
16809,0.67,-0.25,9.9,0.04,-0.04,-0.03,29.1,-22.93,-50.58,3
16945,0.64,-0.4,9.76,0.02,-0.06,0.02,29.26,-23.78,-50.57,3
17081,0.68,-0.49,9.99,-0.03,-0.08,0.02,29.85,-22.98,-50.18,3
17221,0.7,-0.52,10.1,-0.01,-0.05,0.0,29.66,-23.56,-50.42,3
17357,0.62,-0.39,9.72,0.0,-0.05,-0.0,29.87,-23.28,-50.0,3
17493,0.62,-0.55,10.05,-0.01,-0.05,0.0,29.6,-23.0,-49.96,3
17628,0.67,-0.38,9.78,0.02,-0.06,0.0,29.98,-22.86,-51.53,3
17764,0.65,-0.34,9.82,0.02,-0.03,-0.01,29.25,-22.89,-49.84,3
17900,0.67,-0.57,9.92,0.01,-0.04,0.01,29.66,-23.37,-50.69,3
18036,0.66,-0.53,9.63,-0.03,-0.05,-0.03,29.52,-22.95,-50.32,3
18171,0.59,-0.52,9.8,-0.02,-0.06,-0.02,29.6,-22.8,-50.54,3
18312,0.63,-0.37,9.89,0.02,-0.01,-0.01,29.93,-23.53,-50.18,3
18448,0.65,-0.41,9.9,0.03,-0.05,0.01,29.66,-23.25,-49.42,3
18583,0.71,-0.51,9.99,0.02,-0.02,0.02,29.51,-23.09,-49.53,3
18719,0.67,-0.52,9.93,0.01,-0.04,0.02,30.14,-22.52,-50.38,3
18855,0.69,-0.63,9.83,0.01,-0.04,0.01,29.26,-22.48,-50.15,3
18998,0.71,-0.73,9.95,-0.06,-0.04,0.01,30.34,-22.9,-49.37,3
19133,0.7,-0.61,9.92,0.04,-0.04,-0.02,28.95,-23.05,-50.85,3
19269,0.71,-0.53,10.08,0.02,-0.03,-0.01,29.64,-22.65,-49.12,3
19411,0.75,-0.59,9.85,-0.0,-0.05,-0.01,29.04,-23.06,-50.28,3
19551,0.73,-0.57,10.19,0.03,-0.01,-0.02,29.19,-26.02,-49.68,3
19687,0.7,-0.65,9.87,0.0,-0.06,0.0,29.79,-22.65,-49.3,3
19823,0.71,-0.6,9.73,-0.01,-0.05,-0.01,29.3,-22.23,-49.3,3
19958,0.74,-0.74,9.9,0.01,-0.04,-0.0,29.26,-21.79,-50.01,3
20094,0.73,-0.45,9.85,0.01,-0.04,-0.02,29.23,-22.14,-49.93,3
20230,0.7,-0.52,10.06,-0.0,-0.05,-0.0,28.81,-22.62,-50.34,3
20366,0.75,-0.5,9.86,-0.0,-0.07,0.02,28.75,-22.36,-49.88,3
20501,0.7,-0.74,9.87,0.02,-0.04,-0.01,28.54,-22.27,-49.94,3
20643,0.73,-0.54,10.13,0.0,-0.05,0.01,29.09,-22.62,-49.65,3
20779,0.78,-0.62,9.81,-0.0,-0.06,0.01,28.57,-22.49,-50.69,3
20915,0.74,-0.77,9.89,-0.0,-0.04,-0.01,28.73,-21.89,-49.24,3
21050,0.7,-1.61,8.77,-0.08,-0.27,0.06,28.47,-21.5,-49.33,3
21186,0.84,-0.68,9.86,0.02,-0.02,-0.0,28.38,-21.89,-49.05,3
21322,0.81,-0.55,9.81,0.01,-0.04,-0.0,28.41,-22.1,-48.47,3
21458,0.78,-0.8,9.89,0.01,-0.03,-0.0,28.4,-21.86,-49.36,3
21593,0.73,-0.97,9.88,-0.0,-0.05,-0.01,28.66,-22.07,-49.63,3
21729,0.69,-0.45,9.54,0.01,-0.07,-0.02,28.41,-22.07,-48.68,3
21886,0.8,-0.64,9.85,0.01,-0.07,0.01,28.69,-22.22,-49.74,3
22026,0.75,-0.56,9.68,0.04,-0.04,-0.0,28.34,-22.45,-49.94,3
22166,0.85,-0.8,10.14,0.03,-0.04,0.01,28.12,-22.35,-49.47,3
22305,0.78,-0.66,9.7,0.03,-0.05,0.0,28.82,-22.58,-49.93,3
22445,0.84,-0.58,9.61,0.01,-0.05,-0.02,28.71,-22.71,-50.1,3
22584,0.84,-0.64,9.64,0.03,-0.04,-0.0,28.94,-22.6,-48.6,3
22724,0.87,-0.7,9.93,0.01,-0.03,-0.0,28.84,-22.04,-49.9,3
22864,0.88,-0.69,9.8,-0.02,-0.05,-0.03,28.63,-22.23,-49.72,3
23009,0.86,-0.56,9.82,0.01,-0.04,0.0,28.4,-21.95,-49.68,3
23149,0.79,-0.79,9.76,-0.03,-0.07,0.01,28.5,-22.32,-48.64,3
23289,0.86,-0.85,9.89,0.01,-0.08,-0.0,29.07,-22.33,-48.49,3
23428,0.86,-0.47,9.71,-0.01,-0.08,-0.04,29.48,-22.3,-49.27,3
23568,0.91,-0.7,9.89,0.01,-0.06,-0.01,28.73,-21.81,-49.09,3
23708,0.99,-0.7,9.85,0.04,-0.05,0.01,28.27,-22.57,-48.87,3
23847,0.92,-0.35,9.64,0.04,-0.02,-0.03,28.38,-22.35,-48.41,3
23987,0.85,-0.64,9.8,0.0,-0.04,-0.03,28.31,-22.2,-49.69,3
24126,0.96,-0.73,9.78,0.02,-0.08,0.02,27.99,-22.26,-48.87,3
24272,0.96,-0.68,9.76,-0.01,-0.06,-0.0,28.68,-22.27,-48.89,3
24412,0.92,-0.57,9.81,-0.0,-0.02,-0.03,28.78,-21.73,-49.17,3
24551,0.87,-0.32,9.87,0.02,-0.05,-0.0,29.2,-22.79,-48.85,3
24691,0.88,-0.72,9.71,0.02,-0.04,0.01,28.49,-21.53,-48.42,3
24831,0.82,-0.5,9.61,0.04,-0.06,-0.01,29.23,-22.32,-48.92,3
24970,0.95,-0.51,9.89,-0.01,-0.06,-0.0,28.73,-22.48,-49.25,3
25110,0.92,-0.62,9.88,-0.0,-0.05,0.0,28.62,-22.33,-48.49,3
25250,0.99,-0.72,10.01,0.03,-0.03,-0.01,28.5,-22.22,-49.09,3
25394,0.89,-0.55,9.59,0.01,-0.04,-0.02,27.89,-22.33,-49.27,3
25534,0.93,-0.65,9.73,0.02,-0.06,-0.01,28.11,-22.65,-49.75,3
25673,0.95,-0.73,9.9,0.02,-0.04,0.01,27.62,-21.7,-49.18,3
25813,0.95,-0.54,10.11,0.02,-0.02,-0.01,27.55,-22.04,-48.57,3
25953,0.96,-0.41,10.0,0.01,-0.02,-0.0,28.57,-22.86,-48.92,3
