qw,qx,qy,qz,yaw,pitch,roll
-0.644687,0.280773,-0.661183,-0.261486,72.022362,87.930672,-153.085083
-0.644578,0.279082,-0.662512,-0.260196,68.911995,87.876892,-155.93457
-0.645218,0.275569,-0.663926,-0.258746,64.177788,87.948242,-160.234344
-0.649809,0.270514,-0.66333,-0.254078,72.349083,88.260208,-151.211014
-0.658923,0.255706,-0.660835,-0.252436,80.817825,89.615387,-141.330322
-0.682673,0.219364,-0.648789,-0.254759,245.843399,86.022118,26.645695
-0.709249,0.176885,-0.634478,-0.25121,242.497238,81.446289,27.156092
-0.735747,0.140878,-0.614861,-0.246509,237.149597,76.961952,25.142181
-0.758652,0.104646,-0.593644,-0.247132,235.390991,72.262405,26.228815
-0.774179,0.073318,-0.578838,-0.245377,234.626938,68.785095,28.119226
-0.787399,0.047118,-0.565478,-0.24085,233.135574,65.952927,29.103098
-0.802757,0.021847,-0.545748,-0.239278,231.189789,62.456726,29.271746
-0.820203,-0.004493,-0.519289,-0.239951,229.057236,58.177959,29.118076
-0.836195,-0.040055,-0.493127,-0.236623,227.296402,53.682316,30.473787
-0.84883,-0.069013,-0.469109,-0.233779,225.69458,49.828766,31.442595
-0.863033,-0.089762,-0.436845,-0.237223,223.96814,45.351868,31.02409
-0.872441,-0.105556,-0.40017,-0.259924,224.651291,40.044025,30.818916
-0.881619,-0.112618,-0.357621,-0.286644,225.298996,34.472313,29.311672
-0.896308,-0.114376,-0.309308,-0.296429,223.572464,29.12138,26.398472
-0.910805,-0.111969,-0.261348,-0.299311,221.425018,24.144926,23.26388
-0.915673,-0.126936,-0.229881,-0.304264,220.959137,20.105415,23.360592
-0.917693,-0.141036,-0.2049,-0.309768,220.85881,16.779768,23.763079
-0.922686,-0.144349,-0.17552,-0.311446,220.035675,13.531842,22.732853
-0.924233,-0.15131,-0.149931,-0.316877,219.921616,10.442545,22.397017
-0.928581,-0.143392,-0.121877,-0.319865,219.403137,7.736269,20.330351
-0.930063,-0.138604,-0.11302,-0.32092,219.268463,6.965391,19.43989
-0.931284,-0.135191,-0.1184,-0.31687,218.898422,7.750072,19.259687
-0.934763,-0.126579,-0.123419,-0.308149,217.918991,8.784823,18.446404
-0.938,-0.11723,-0.12175,-0.302625,217.142685,9.058857,17.296774
-0.940193,-0.111042,-0.125446,-0.296582,216.455688,9.788999,16.702158
-0.940843,-0.109805,-0.1297,-0.293134,216.133377,10.351043,16.698368
-0.943431,-0.097248,-0.128231,-0.289879,215.592239,10.694546,15.212223
-0.945136,-0.088831,-0.12713,-0.2875,215.201645,10.907977,14.208333
-0.947468,-0.080681,-0.125192,-0.283044,214.544968,11.043716,13.177999
-0.949053,-0.074192,-0.124522,-0.279786,214.07515,11.23533,12.393017
-0.950596,-0.069265,-0.122833,-0.276537,213.601639,11.257575,11.743893
-0.950927,-0.074595,-0.12523,-0.272915,213.266068,11.388075,12.38304
-0.952061,-0.074711,-0.124219,-0.269369,212.820999,11.319449,12.317633
-0.95269,-0.078404,-0.125838,-0.265314,212.403976,11.429717,12.740557
-0.954228,-0.069069,-0.125316,-0.262616,211.972656,11.705618,11.644128
-0.9559,-0.056044,-0.123662,-0.26041,211.538345,11.960026,10.099428
-0.956787,-0.057464,-0.123248,-0.257018,211.138794,11.905937,10.202415
-0.957506,-0.058584,-0.120327,-0.255467,210.9142,11.56594,10.210707
-0.959008,-0.058248,-0.118452,-0.250743,210.312775,11.419038,10.054111
-0.960441,-0.064944,-0.117862,-0.243795,209.541199,11.229128,10.706336
-0.960893,-0.068518,-0.118196,-0.240854,209.232819,11.194639,11.085324
-0.960692,-0.073803,-0.119148,-0.239623,209.157364,11.160566,11.69724
-0.960685,-0.076239,-0.121058,-0.237925,209.015091,11.321817,12.013367
-0.960699,-0.079075,-0.123751,-0.235548,208.812271,11.567498,12.39159
-0.960246,-0.083988,-0.12722,-0.233839,208.729156,11.832177,13.037555
-0.960728,-0.083689,-0.127167,-0.231985,208.50415,11.859734,12.979474
-0.961507,-0.081343,-0.126033,-0.230206,208.244507,11.824315,12.656222
-0.961485,-0.086413,-0.126709,-0.22807,208.059402,11.78511,13.225801
-0.962361,-0.082438,-0.12667,-0.225859,207.751923,11.92113,12.747092
-0.963168,-0.081927,-0.12839,-0.22159,207.271835,12.181828,12.689394
-0.963905,-0.08262,-0.127874,-0.218405,206.891357,12.14738,12.712491
-0.963701,-0.087323,-0.12842,-0.217155,206.807175,12.098399,13.248211
-0.963419,-0.089334,-0.129804,-0.216761,206.810974,12.203432,13.514161
-0.963598,-0.090574,-0.129975,-0.215344,206.660583,12.209023,13.642713
-0.963275,-0.094632,-0.131306,-0.214235,206.603012,12.264232,14.131365
-0.963148,-0.096076,-0.13145,-0.214073,206.603455,12.244098,14.298244
-0.963588,-0.093089,-0.130817,-0.213804,206.524063,12.25728,13.93531
-0.96378,-0.093337,-0.130936,-0.212752,206.404739,12.278974,13.953964
-0.963822,-0.09388,-0.13062,-0.212519,206.376892,12.232921,14.003391
-0.963351,-0.097918,-0.13289,-0.21142,206.340775,12.394196,14.518493
-0.96354,-0.098987,-0.13325,-0.20983,206.172653,12.429737,14.631153
-0.963068,-0.101417,-0.134527,-0.210022,206.251343,12.504567,14.949649
-0.963068,-0.100461,-0.133363,-0.211219,206.356766,12.382485,14.820312
-0.962663,-0.102524,-0.132389,-0.212682,206.53302,12.197502,15.04426
-0.962005,-0.104867,-0.131756,-0.214896,206.808029,12.030288,15.319206
-0.96011,-0.112848,-0.133133,-0.21845,207.348877,11.908081,16.314177
-0.958118,-0.116632,-0.13276,-0.225328,208.195053,11.644443,16.814737
-0.951945,-0.13172,-0.125936,-0.246136,210.640533,10.074345,18.522232
-0.934001,-0.171294,-0.1058,-0.295126,216.178253,5.539216,22.595327
-0.908218,-0.207319,-0.08315,-0.353887,222.632904,0.246454,25.813206
-0.867828,-0.26162,-0.066468,-0.417136,229.714844,-5.905973,30.814177
-0.798279,-0.338549,-0.031761,-0.497111,238.285522,-16.611658,36.655903
-0.725602,-0.380115,0.019134,-0.573271,247.295929,-27.61871,36.713005
-0.649834,-0.432618,0.044763,-0.623334,254.157486,-36.691696,39.168396
-0.570008,-0.470888,0.03892,-0.672185,262.712677,-42.642097,41.196697
-0.488087,-0.508923,0.018421,-0.708817,270.46994,-47.68441,44.360054
-0.402438,-0.55751,0.005632,-0.726076,275.379028,-54.500671,49.347187
-0.302525,-0.603462,-0.014279,-0.737632,280.821991,-61.839031,54.915737
-0.202914,-0.634131,-0.035472,-0.745277,288.074615,-68.561508,58.080925
-0.128367,-0.653778,-0.045271,-0.744338,294.141022,-74.078964,59.053242
-0.072175,-0.656896,-0.049508,-0.748878,306.160736,-77.613914,51.988247
-0.032205,-0.651369,-0.049787,-0.756435,322.746338,-79.182571,38.681591
0.004147,-0.64796,-0.052479,-0.759847,338.939148,-80.109222,25.66538
0.039706,-0.645443,-0.051563,-0.761026,357.855377,-80.571869,9.569751
0.053549,-0.648385,-0.057284,-0.757258,2.543733,-81.161133,6.472743
0.04976,-0.652242,-0.061576,-0.75386,357.894562,-81.700005,11.159249
0.047342,-0.657042,-0.061045,-0.74988,356.008881,-82.386864,12.800671
0.046655,-0.659845,-0.062715,-0.74732,354.040161,-82.785202,14.847109
0.04867,-0.661035,-0.067937,-0.745681,351.914917,-82.957535,17.560617
0.050437,-0.662259,-0.071814,-0.744113,350.331055,-83.136986,19.60309
0.051691,-0.661326,-0.073852,-0.744657,350.209198,-83.004898,19.993887
0.053857,-0.662396,-0.076991,-0.743233,349.346832,-83.179039,21.287523
0.056701,-0.661822,-0.079919,-0.743224,349.633301,-83.133072,21.471962
0.060133,-0.662226,-0.0808,-0.742498,351.290619,-83.275826,20.165848
0.061227,-0.66311,-0.083407,-0.741331,350.047974,-83.404419,21.709427
0.063513,-0.663393,-0.082038,-0.741038,352.496674,-83.524467,19.335104
0.06198,-0.663952,-0.085132,-0.740318,349.113861,-83.526405,22.844692
0.063194,-0.664366,-0.086259,-0.739713,349.054688,-83.607544,23.094456
0.064299,-0.664329,-0.087706,-0.739481,348.878601,-83.614601,23.478773
0.064723,-0.665141,-0.088238,-0.73865,348.478424,-83.738976,23.956127
0.067095,-0.666074,-0.089226,-0.737478,349.134308,-83.935341,23.57336
0.068973,-0.666053,-0.091926,-0.736993,348.611664,-83.951164,24.46961
0.06979,-0.666984,-0.094052,-0.735804,347.241394,-84.080231,26.07935
0.068127,-0.667195,-0.096369,-0.735468,344.214844,-84.006126,29.15926
0.067688,-0.667217,-0.09842,-0.735218,342.433472,-83.946182,31.072533
0.067506,-0.66654,-0.09892,-0.735781,342.363281,-83.831718,31.169462
0.069722,-0.666664,-0.098562,-0.73551,344.112823,-83.944504,29.571157
0.070497,-0.666967,-0.099519,-0.735033,343.820129,-83.99707,30.005041
0.070866,-0.666821,-0.100563,-0.734988,343.430298,-83.967949,30.510475
0.07138,-0.666043,-0.099003,-0.735854,345.341095,-83.909409,28.514935
0.070597,-0.665527,-0.098499,-0.736465,345.405212,-83.81617,28.346254
0.070284,-0.664088,-0.098555,-0.737785,345.878876,-83.596573,27.853176
0.068778,-0.66438,-0.096605,-0.737922,345.999451,-83.621208,27.449997
0.06768,-0.66335,-0.0947,-0.739195,346.994751,-83.468468,26.210531
0.067338,-0.663411,-0.095819,-0.739028,345.995941,-83.445038,27.272892
0.067114,-0.663387,-0.09766,-0.738829,344.658203,-83.397224,28.742939
0.06835,-0.661605,-0.098127,-0.74025,346.033478,-83.178207,27.508673
0.069577,-0.661065,-0.097278,-0.74073,347.613678,-83.157715,25.959631
0.069671,-0.659622,-0.096001,-0.742173,349.049591,-82.970856,24.428659
0.068334,-0.659684,-0.097636,-0.742029,347.164032,-82.909554,26.338818
0.07103,-0.659989,-0.09912,-0.741307,347.865631,-83.02079,25.978184
0.072216,-0.659944,-0.100083,-0.741103,348.059509,-83.038719,25.959929
0.073198,-0.661296,-0.100955,-0.739682,347.586243,-83.254074,26.583023
0.075199,-0.659193,-0.100247,-0.741452,350.203949,-83.024422,24.073288
0.076389,-0.658873,-0.095142,-0.742287,354.308075,-83.06427,19.649149
0.076594,-0.65966,-0.095884,-0.741471,353.750153,-83.181282,20.283638
0.073441,-0.661739,-0.10515,-0.738677,344.868774,-83.249245,29.66328
0.073103,-0.660893,-0.100463,-0.740119,348.009583,-83.200523,26.112215
0.074074,-0.661386,-0.097655,-0.739958,350.280182,-83.345161,23.690546
0.071311,-0.660735,-0.096121,-0.74101,349.636078,-83.183907,23.984426
0.073615,-0.660386,-0.095344,-0.741197,351.822998,-83.211502,21.92251
0.075612,-0.659711,-0.091356,-0.742098,355.973541,-83.195511,17.609875
0.076696,-0.658988,-0.089328,-0.742876,358.190765,-83.118034,15.316342
0.078654,-0.658758,-0.088684,-0.742952,0.014609,-83.121628,13.600158
0.079792,-0.658904,-0.087241,-0.742872,1.725708,-83.161613,11.864112
0.080744,-0.658177,-0.086514,-0.743499,2.93636,-83.062592,10.672656
0.081168,-0.657539,-0.088309,-0.743806,2.164097,-82.977814,11.626919
0.081681,-0.658426,-0.090347,-0.74272,1.129501,-83.125824,12.868836
0.082568,-0.657964,-0.090528,-0.743009,1.696571,-83.070831,12.389625
0.082789,-0.658249,-0.091916,-0.742561,0.930593,-83.120407,13.286681
0.083394,-0.658215,-0.092226,-0.742485,1.16357,-83.126305,13.128476
0.082976,-0.658135,-0.093175,-0.742485,0.274061,-83.107468,14.061586
0.083079,-0.658305,-0.094193,-0.742194,359.666748,-83.135155,14.760221
0.084882,-0.658907,-0.092305,-0.741693,2.08637,-83.257271,12.333063
0.085485,-0.660384,-0.091016,-0.740468,3.230795,-83.487862,11.13096
0.084067,-0.659176,-0.089649,-0.741872,3.206152,-83.276176,10.929358
0.073458,-0.659971,-0.076074,-0.743805,4.293108,-83.195824,7.867216
0.074647,-0.658938,-0.073611,-0.744851,6.720025,-83.029961,5.337749
0.076454,-0.658659,-0.076167,-0.744657,6.398555,-83.023491,6.015285
0.079768,-0.657176,-0.07774,-0.745457,7.723352,-82.836456,5.091105
0.081077,-0.656695,-0.078983,-0.745608,7.861746,-82.785126,5.161633
0.081705,-0.655898,-0.080919,-0.746033,7.116722,-82.687553,6.116802
0.081382,-0.655624,-0.08117,-0.746282,6.747947,-82.64534,6.479981
0.079778,-0.655878,-0.080064,-0.746352,6.322084,-82.660294,6.684157
0.045595,-0.648257,-0.07123,-0.756705,351.453308,-80.958015,18.051908
-0.072728,-0.617024,-0.052753,-0.781793,321.88974,-73.156113,36.472065
-0.163716,-0.545,-0.05838,-0.820216,316.684082,-61.035603,34.490612
-0.253822,-0.449283,-0.05524,-0.854786,314.027496,-47.734718,28.65481
-0.349631,-0.341176,-0.058448,-0.870593,308.862488,-33.585506,24.11327
-0.425873,-0.227425,-0.087155,-0.871382,304.323517,-18.79084,21.411081
-0.472493,-0.138461,-0.11208,-0.863139,301.317017,-7.649249,19.101126
-0.494612,-0.097039,-0.128046,-0.85413,299.488678,-2.240943,18.35906
-0.500325,-0.080126,-0.127997,-0.852563,299.111877,-0.489643,17.363926
-0.501452,-0.076632,-0.116421,-0.85388,299.037628,-0.808529,16.003801
-0.502469,-0.074132,-0.108751,-0.854514,298.954926,-0.997252,15.093573
-0.502424,-0.068449,-0.107383,-0.855187,299.063538,-0.525362,14.622947
-0.506886,-0.056407,-0.0939,-0.85502,298.669769,-0.072477,12.577243
-0.513733,-0.054175,-0.080499,-0.85244,297.794189,-0.553002,11.122796
-0.516012,-0.052587,-0.075832,-0.851591,297.513062,-0.647716,10.570068
-0.517096,-0.047304,-0.065729,-0.852083,297.437012,-0.724092,9.261942
-0.517986,-0.037244,-0.051818,-0.853001,297.427032,-0.564753,7.295845
-0.517259,-0.034353,-0.052379,-0.853529,297.549805,-0.255242,7.178088
-0.516446,-0.035888,-0.053192,-0.853907,297.644836,-0.363732,7.349011
-0.515995,-0.037438,-0.05281,-0.854137,297.691101,-0.541768,7.403441
-0.516724,-0.036141,-0.054166,-0.853667,297.605225,-0.328187,7.459842
-0.518857,-0.033419,-0.054069,-0.85249,297.343933,-0.049886,7.288523
-0.520275,-0.02977,-0.050713,-0.851967,297.183716,0.117035,6.741481
-0.519628,-0.025905,-0.040828,-0.853019,297.298187,-0.101103,5.542093
-0.520194,-0.027977,-0.046797,-0.852301,297.207855,0.05711,6.250594
-0.519019,-0.027486,-0.047035,-0.85302,297.368866,0.110647,6.244733
-0.521471,-0.027474,-0.044751,-0.851647,297.040131,-0.007092,6.020084
-0.521975,-0.031329,-0.047618,-0.851049,296.943634,-0.207032,6.531945
-0.520656,-0.030952,-0.048399,-0.851826,297.123383,-0.133647,6.585546
-0.52,-0.029375,-0.047299,-0.852345,297.223541,-0.050677,6.38333
-0.520349,-0.030605,-0.052353,-0.851793,297.167389,0.134445,6.95208
-0.519451,-0.033707,-0.053153,-0.852174,297.261963,-0.127664,7.216011
-0.518042,-0.034679,-0.053653,-0.852961,297.442108,-0.204612,7.322827
-0.517912,-0.032516,-0.057394,-0.852882,297.478241,0.228324,7.561065
-0.517796,-0.033659,-0.058964,-0.852801,297.484039,0.20935,7.783375
-0.517165,-0.034895,-0.062895,-0.852853,297.557678,0.316986,8.243203
-0.516927,-0.032387,-0.059463,-0.853343,297.611481,0.355306,7.756953
-0.518604,-0.034003,-0.064569,-0.851889,297.37381,0.517873,8.353859
-0.517795,-0.035429,-0.061974,-0.852517,297.468384,0.216069,8.184373
-0.517282,-0.035682,-0.061304,-0.852866,297.534515,0.146668,8.133729
-0.517134,-0.035148,-0.063804,-0.852794,297.559631,0.346221,8.347603
-0.516998,-0.036331,-0.06232,-0.852937,297.566498,0.141097,8.272205
-0.516837,-0.037758,-0.066333,-0.852669,297.574371,0.239331,8.751613
-0.516887,-0.03587,-0.066315,-0.852722,297.586304,0.422865,8.63754
-0.515993,-0.036869,-0.069175,-0.852994,297.696564,0.486429,8.978615
-0.515853,-0.036414,-0.068525,-0.853151,297.719666,0.490681,8.887771
-0.515827,-0.037129,-0.07389,-0.852688,297.717773,0.73971,9.458194
-0.513608,-0.038537,-0.072381,-0.854093,297.998596,0.488322,9.394579
-0.512695,-0.037604,-0.07568,-0.854397,298.131104,0.764646,9.665467
-0.510313,-0.036809,-0.070723,-0.85628,298.454498,0.523926,9.131023
-0.510382,-0.036516,-0.069117,-0.856383,298.447845,0.458858,8.955122
-0.511491,-0.037791,-0.070399,-0.855561,298.287689,0.421238,9.156163
-0.511665,-0.036978,-0.076668,-0.854953,298.275177,0.87252,9.727033
-0.509669,-0.036052,-0.076642,-0.856187,298.550232,0.939051,9.672246
-0.508997,-0.033968,-0.074379,-0.856871,298.659241,1.00304,9.327051
-0.506766,-0.037133,-0.080653,-0.857494,298.926422,1.034947,10.135863
-0.499955,-0.045131,-0.077929,-0.861352,299.736023,0.010029,10.333333
-0.495057,-0.049716,-0.078867,-0.86384,300.324707,-0.447213,10.689568
-0.495377,-0.041966,-0.078427,-0.864107,300.376282,0.296495,10.202021
-0.495632,-0.038236,-0.082498,-0.863755,300.386261,0.90093,10.395388
-0.48648,-0.045895,-0.086643,-0.868168,301.497253,0.264215,11.250359
-0.450809,-0.07165,-0.108613,-0.883081,305.697418,-1.639885,14.864505
-0.386041,-0.108112,-0.153967,-0.903089,312.886658,-4.381351,21.261396
-0.279739,-0.148807,-0.197659,-0.927645,324.132629,-9.526001,27.146069
-0.148317,-0.182009,-0.223828,-0.945921,337.856506,-16.137089,29.803139
-0.015678,-0.193288,-0.240159,-0.951162,352.444244,-21.110371,29.750538
0.081238,-0.177887,-0.28216,-0.93922,3.236068,-22.333326,32.803364
0.161166,-0.154958,-0.331272,-0.916659,12.091313,-23.00848,37.268703
0.217704,-0.142101,-0.374578,-0.889997,18.003839,-24.584379,41.695763
0.266544,-0.140643,-0.431734,-0.85016,22.068689,-27.988216,48.280346
0.293979,-0.127584,-0.453655,-0.831557,25.156277,-28.614717,50.71508
0.330348,-0.116078,-0.453483,-0.819598,30.025984,-29.333248,49.880718
0.322854,-0.120064,-0.470577,-0.812342,28.350811,-29.928673,52.441254
0.319007,-0.118853,-0.498196,-0.797434,26.936647,-30.491549,56.520313
0.319872,-0.116433,-0.514568,-0.78698,26.536617,-30.827358,58.917553
0.319034,-0.118519,-0.517113,-0.785339,26.227688,-31.071527,59.315151
0.321068,-0.117536,-0.520731,-0.78226,26.374222,-31.216158,59.810921
0.321481,-0.114083,-0.51583,-0.785841,26.80022,-30.727859,59.071289
0.321288,-0.114584,-0.514364,-0.786808,26.807749,-30.719084,58.857269
0.319773,-0.11451,-0.512091,-0.788915,26.722439,-30.542919,58.554401
0.317893,-0.117927,-0.509528,-0.790829,26.421719,-30.695242,58.213688
0.313223,-0.120711,-0.510423,-0.791695,25.695507,-30.722769,58.45063
0.311792,-0.122612,-0.508984,-0.792893,25.48377,-30.785852,58.270222
0.309617,-0.124259,-0.510292,-0.792648,25.092018,-30.862312,58.514656
0.306864,-0.125049,-0.507893,-0.795132,24.823414,-30.701696,58.221756
0.305596,-0.128356,-0.501903,-0.798887,24.733475,-30.786673,57.368885
0.304115,-0.12988,-0.497044,-0.802237,24.668888,-30.710846,56.689251
0.304262,-0.132082,-0.495986,-0.802476,24.613331,-30.917664,56.53233
0.302865,-0.13492,-0.494649,-0.803358,24.355042,-31.091171,56.372223
0.300304,-0.136544,-0.495347,-0.803615,23.943003,-31.128977,56.538887
0.298237,-0.139164,-0.496227,-0.803392,23.529188,-31.304951,56.724564
0.295723,-0.142983,-0.496256,-0.803632,23.032402,-31.55529,56.801971
0.294359,-0.145049,-0.490702,-0.807166,22.9872,-31.53652,56.02084
0.290481,-0.160373,-0.490265,-0.805936,21.741373,-32.910355,56.132484
0.28987,-0.16601,-0.494333,-0.802523,21.18836,-33.575706,56.804256
0.290377,-0.162218,-0.491507,-0.804847,21.577122,-33.131832,56.334568
0.291956,-0.162452,-0.487831,-0.806464,21.910393,-33.152786,55.743843
0.293528,-0.1609,-0.486775,-0.806842,22.224308,-33.052433,55.534805
0.294183,-0.161337,-0.486865,-0.806462,22.275454,-33.139484,55.533764
0.292912,-0.159966,-0.487622,-0.80674,22.163889,-32.940132,55.671829
0.291697,-0.160984,-0.487473,-0.807069,21.972425,-32.97261,55.687382
0.29022,-0.164038,-0.488263,-0.806508,21.601587,-33.230148,55.864967
0.290529,-0.1644,-0.487808,-0.806598,21.638702,-33.274742,55.791313
0.289979,-0.165648,-0.487322,-0.806835,21.528217,-33.362045,55.741863
0.288794,-0.167079,-0.487422,-0.806904,21.306824,-33.446835,55.799175
0.288064,-0.167352,-0.48682,-0.807472,21.231813,-33.417385,55.730022
0.288288,-0.16798,-0.485553,-0.808024,21.28039,-33.464619,55.538849
0.288135,-0.167577,-0.484975,-0.80851,21.308681,-33.397942,55.453033
0.287356,-0.169656,-0.48469,-0.808524,21.11816,-33.566071,55.447319
0.28622,-0.170161,-0.485633,-0.808255,20.914688,-33.577343,55.623505
0.285532,-0.171775,-0.484218,-0.809005,20.808998,-33.673038,55.442902
0.286128,-0.17081,-0.483241,-0.809583,20.974276,-33.580448,55.272007
0.282232,-0.169037,-0.484385,-0.810639,20.55583,-33.193851,55.531796
0.285171,-0.173235,-0.475643,-0.813893,21.065348,-33.591629,54.17976
0.282454,-0.170643,-0.472423,-0.817257,21.012209,-33.078941,53.756035
0.276704,-0.172965,-0.474773,-0.817374,20.106049,-33.058643,54.276611
0.276538,-0.180641,-0.467556,-0.819926,20.001232,-33.698284,53.27282
0.275848,-0.180393,-0.468587,-0.819625,19.886021,-33.657436,53.443279
0.270964,-0.178797,-0.469762,-0.82093,19.33399,-33.239246,53.737415
0.272119,-0.183137,-0.464201,-0.822752,19.489201,-33.64106,52.919518
0.268231,-0.183107,-0.468915,-0.821361,18.819418,-33.528374,53.727749
0.266616,-0.18515,-0.46624,-0.82295,18.636534,-33.59734,53.395058
0.264279,-0.185017,-0.468351,-0.822535,18.272511,-33.498623,53.771877
0.262187,-0.183507,-0.468407,-0.823511,18.101278,-33.220314,53.820423
0.261174,-0.188846,-0.465203,-0.824441,17.838276,-33.668175,53.431297
0.260191,-0.187879,-0.465306,-0.824914,17.767679,-33.511597,53.462559
0.260059,-0.188977,-0.465343,-0.824685,17.692301,-33.623009,53.484425
0.259558,-0.189798,-0.464644,-0.825048,17.619764,-33.668667,53.403866
0.261595,-0.187337,-0.464641,-0.824969,17.992651,-33.517406,53.318893
0.260617,-0.186868,-0.464151,-0.825661,17.92215,-33.401958,53.2677
0.260383,-0.185363,-0.4623,-0.827111,18.053181,-33.187534,52.98344
0.257758,-0.186375,-0.462377,-0.827662,17.684595,-33.152775,53.077225
0.257913,-0.184694,-0.460319,-0.829136,17.878778,-32.93705,52.75106
0.253251,-0.185371,-0.455161,-0.83326,17.507832,-32.647137,52.125668
0.250319,-0.186399,-0.452929,-0.83513,17.200144,-32.553623,51.88866
0.251061,-0.186901,-0.451127,-0.83577,17.33836,-32.611046,51.610043
0.249079,-0.191162,-0.452644,-0.834579,16.820358,-32.995182,51.93251
0.249515,-0.19028,-0.453635,-0.834112,16.87541,-32.943192,52.056217
0.2478,-0.189922,-0.452031,-0.835575,16.757931,-32.779968,51.863461
0.234987,-0.191905,-0.445239,-0.842441,15.419814,-32.180492,51.240814
0.194307,-0.206078,-0.444538,-0.849797,9.933206,-31.533836,52.417557
0.12526,-0.236151,-0.456173,-0.848788,359.812012,-31.008448,56.562401
0.011703,-0.291718,-0.491999,-0.820178,342.104431,-29.343025,66.637085
-0.129401,-0.335165,-0.52818,-0.769375,323.288452,-22.274239,76.413551
-0.23394,-0.358639,-0.561222,-0.708288,310.789154,-14.208675,83.316994
-0.305671,-0.361741,-0.588796,-0.654996,303.71225,-6.541471,87.408203
-0.369251,-0.346658,-0.614697,-0.604666,299.15979,1.990335,89.773468
-0.416031,-0.335195,-0.651277,-0.538881,295.867523,10.407227,94.258575
-0.447211,-0.323763,-0.683596,-0.477355,294.174194,17.597233,98.704315
-0.476987,-0.302797,-0.7,-0.436795,293.274506,23.782238,100.284378
-0.503325,-0.264629,-0.731366,-0.37647,294.755951,32.478329,104.404259
-0.540915,-0.241978,-0.746955,-0.301509,293.40802,41.464928,108.114922
-0.578054,-0.194117,-0.746709,-0.265687,293.234558,49.475475,107.049843
-0.602185,-0.157151,-0.758796,-0.192085,295.622803,58.59433,112.682106
-0.627625,-0.115037,-0.75502,-0.150965,297.078461,65.924004,114.101448
-0.647675,-0.079344,-0.747431,-0.124739,297.911621,71.512085,114.184235
-0.662482,-0.039239,-0.740616,-0.105156,301.106628,76.664764,115.727013
-0.658879,-0.03356,-0.74954,-0.054173,316.777313,79.761208,135.100235
-0.655675,-0.015792,-0.754848,-0.006023,347.196564,81.76162,167.990219
-0.644024,-0.026319,-0.762813,0.051467,8.788848,80.146545,-164.881363
-0.648534,-0.026035,-0.756163,0.083273,23.55625,80.107407,-147.544266
-0.650106,-0.021282,-0.75419,0.089987,28.899261,79.878708,-142.039688
-0.645875,-0.023168,-0.758037,0.087637,25.377916,79.50013,-145.596237
-0.636483,-0.035561,-0.765372,0.08844,17.252327,78.690804,-152.637375
-0.630375,-0.046167,-0.768894,0.096386,14.111246,78.037231,-154.254242
-0.632721,-0.046608,-0.766432,0.100331,15.894922,78.301201,-152.114151
-0.637463,-0.037071,-0.763846,0.0938,18.839281,78.754593,-150.489334
-0.637238,-0.035903,-0.764453,0.090791,18.174074,78.753052,-151.496033
-0.638916,-0.03552,-0.763031,0.091105,18.96501,78.961121,-150.712555
-0.64267,-0.030529,-0.760429,0.088215,21.262304,79.356987,-149.0625
-0.648926,-0.019956,-0.756101,0.082462,26.082983,79.93116,-145.578369
-0.652836,-0.016007,-0.75321,0.078833,28.185888,80.390968,-144.0961
-0.653791,-0.01447,-0.752623,0.076799,28.526155,80.518692,-144.047607
-0.652135,-0.010511,-0.754293,0.075118,28.827339,80.191132,-144.204239
-0.653235,0.003136,-0.753417,0.075022,35.0359,79.687752,-139.112915
-0.655705,0.057289,-0.75213,0.032593,43.995129,79.30088,-138.014908
-0.649013,0.175779,-0.735335,-0.084606,57.220779,79.810432,-144.084763
-0.602275,0.33462,-0.673227,-0.268423,68.321716,82.127647,-162.288956
-0.57983,0.385331,-0.635361,-0.334103,73.32299,83.870903,-167.93425
-0.559731,0.438684,-0.584533,-0.390602,98.652245,85.608986,-153.21521
-0.526739,0.502506,-0.516201,-0.451178,144.04631,85.746788,-120.832687
-0.488409,0.566116,-0.443534,-0.494205,170.653259,83.123596,-106.717369
-0.448447,0.620164,-0.373067,-0.524504,182.571594,80.116539,-106.092613
-0.414437,0.656638,-0.319748,-0.542975,188.329117,77.988678,-108.733665
-0.381678,0.686641,-0.275531,-0.554003,190.757507,76.199295,-113.417015
-0.365859,0.694418,-0.255278,-0.564584,194.161301,76.145409,-113.316956
-0.361988,0.69611,-0.252336,-0.566315,194.242371,76.19693,-113.858124
-0.376759,0.683062,-0.266595,-0.566037,196.018829,76.946823,-109.476791
-0.414399,0.65677,-0.296124,-0.556083,199.228546,77.386459,-100.042747
-0.517271,0.562868,-0.404757,-0.50177,200.602097,79.608841,-77.606155
-0.563685,0.479337,-0.496116,-0.454264,201.017868,84.153061,-61.73138
-0.608011,0.371798,-0.582389,-0.391029,249.533676,87.393684,4.237771
-0.640826,0.258051,-0.644684,-0.3273,297.666016,84.373085,68.701912
-0.662928,0.163781,-0.680576,-0.265538,297.557434,81.621124,82.114365
-0.672837,0.085476,-0.706819,-0.200956,298.123657,80.231506,94.666054
-0.675011,0.049332,-0.718514,-0.160173,299.976776,80.337547,102.876602
-0.674699,0.012159,-0.728338,-0.118948,302.00592,80.302536,111.328659
-0.674835,-0.000196,-0.730236,-0.106517,301.761292,80.242844,113.106583
