Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
6248,0.91,0.26,9.82,0.03,-0.06,-0.01,11.55,-29.70,-45.79
6383,1.03,0.34,9.90,0.02,-0.10,0.02,11.85,-29.51,-45.37
6519,0.92,0.28,10.09,0.01,-0.02,0.01,11.56,-29.14,-45.07
6655,0.90,0.29,9.86,-0.00,0.00,-0.01,11.85,-29.85,-44.83
6791,1.02,0.37,9.87,0.02,-0.05,-0.04,11.72,-29.33,-45.22
6926,1.02,0.36,9.94,0.03,-0.06,0.01,12.04,-29.29,-45.81
7062,0.91,0.40,9.97,0.00,-0.01,0.00,12.22,-29.36,-44.30
7198,0.92,0.29,9.94,0.01,-0.03,-0.00,12.72,-29.11,-44.88
7333,0.90,0.36,9.97,0.01,-0.06,-0.01,11.88,-30.56,-44.56
7475,0.97,0.41,9.87,-0.02,-0.04,-0.01,12.13,-29.04,-44.65
7611,0.96,0.28,9.78,0.00,-0.04,-0.01,11.49,-29.58,-45.26
7747,0.97,0.34,9.81,-0.00,-0.04,-0.00,12.36,-29.16,-44.94
7882,0.99,0.31,9.88,-0.00,-0.07,0.01,11.62,-28.73,-45.06
8018,0.95,0.20,9.86,0.02,-0.04,-0.01,12.03,-28.98,-45.28
8154,1.04,0.38,9.76,0.00,-0.04,-0.02,11.08,-29.44,-44.59
8290,1.06,0.29,9.79,0.00,-0.05,0.01,11.94,-28.92,-44.53
8425,0.99,0.33,9.86,0.02,-0.05,0.01,12.15,-29.20,-45.85
8561,0.96,0.27,9.91,0.03,-0.04,-0.00,12.32,-29.54,-43.83
8703,0.99,0.37,9.88,0.00,-0.03,-0.01,12.57,-29.42,-44.27
8838,0.96,0.27,9.85,0.03,-0.03,0.00,12.34,-29.11,-44.34
8974,0.92,0.36,9.98,0.01,-0.04,0.00,11.91,-29.45,-44.42
9110,0.87,0.29,9.83,0.02,-0.04,-0.01,12.10,-29.98,-44.20
9246,0.98,0.32,9.75,0.01,-0.08,-0.01,11.68,-30.02,-44.33
9381,1.00,0.33,9.80,0.01,-0.04,-0.00,12.63,-30.17,-44.71
9517,0.97,0.34,9.94,0.00,-0.04,0.00,11.63,-30.28,-43.54
9653,0.99,0.31,9.82,-0.01,-0.05,-0.01,11.93,-30.11,-43.98
9794,1.01,0.33,9.87,0.03,-0.04,-0.01,12.67,-30.44,-44.31
9930,0.99,0.37,9.90,0.01,-0.04,0.00,12.57,-30.87,-44.33
10066,1.02,0.28,9.93,0.01,-0.02,-0.01,12.47,-30.42,-43.31
10202,0.98,0.27,9.69,0.02,-0.06,0.01,12.22,-29.86,-44.12
10337,0.99,0.40,9.95,0.02,-0.04,-0.02,12.41,-29.66,-44.05
10473,0.98,0.30,9.88,0.01,-0.05,0.00,12.47,-29.57,-44.12
10609,0.96,0.34,9.67,0.02,-0.09,0.00,12.55,-29.96,-45.35
10745,0.98,0.36,10.06,0.02,-0.03,-0.00,12.20,-29.30,-44.87
10880,0.95,0.39,9.89,0.00,-0.02,-0.01,11.98,-29.68,-45.18
11022,0.98,0.30,9.68,0.02,-0.06,-0.00,12.16,-30.04,-46.07
11158,0.99,0.39,9.88,0.03,-0.05,-0.01,12.64,-29.09,-45.24
11293,0.97,0.34,9.92,0.01,-0.05,0.00,11.93,-29.54,-45.43
11429,0.97,0.40,9.79,0.01,-0.05,-0.01,12.69,-29.32,-45.64
11565,0.95,0.32,9.87,0.00,-0.05,-0.01,12.10,-29.57,-45.92
11701,0.92,0.36,9.90,0.04,-0.05,-0.00,11.98,-29.01,-44.46
11836,0.95,0.39,9.81,-0.00,-0.03,-0.01,11.81,-29.85,-45.13
11972,0.91,0.35,9.91,0.02,-0.05,0.00,12.61,-29.74,-43.98
12108,0.94,0.46,9.90,0.02,-0.04,0.00,12.23,-26.28,-44.26
12250,0.94,0.39,9.84,0.02,-0.06,-0.00,12.48,-29.44,-45.67
12385,0.92,0.37,9.94,0.00,-0.06,-0.00,11.84,-30.12,-44.49
12521,0.92,0.45,9.93,0.02,-0.05,-0.00,11.08,-29.36,-44.18
12657,1.00,0.44,9.85,0.00,-0.02,-0.01,12.57,-29.55,-43.34
12792,0.93,0.36,9.87,0.01,-0.06,0.01,12.09,-29.38,-45.59
12928,0.94,0.39,9.84,0.00,-0.06,-0.00,12.36,-29.45,-44.31
13064,0.98,0.35,9.86,0.01,-0.03,-0.01,12.34,-29.86,-44.11
13200,0.96,0.39,9.84,0.01,-0.06,0.01,12.28,-29.54,-43.55
13335,0.90,0.30,9.74,0.02,-0.04,0.00,12.31,-29.23,-43.57
13477,0.91,0.43,9.86,0.01,-0.07,0.01,12.17,-29.48,-43.22
13613,0.91,0.31,9.97,0.02,-0.04,-0.01,12.91,-29.67,-43.50
13749,0.91,0.37,9.83,0.02,-0.05,-0.00,12.53,-29.71,-43.88
13884,0.95,0.40,9.94,0.01,-0.03,-0.00,12.45,-29.82,-43.77
14020,0.94,0.35,9.88,0.01,-0.04,-0.01,12.19,-30.15,-44.31
14156,0.94,0.40,9.85,0.03,-0.04,0.00,11.44,-29.58,-43.77
14291,0.98,0.38,9.85,0.01,-0.02,-0.02,12.32,-30.11,-45.16
14427,0.95,0.38,9.80,0.02,-0.05,0.01,11.74,-30.05,-44.15
14569,0.93,0.44,9.78,0.00,-0.05,-0.01,12.48,-30.82,-44.52
14705,0.91,0.36,9.94,0.02,-0.06,-0.00,11.69,-30.05,-44.34
14840,0.96,0.45,9.82,0.00,-0.03,-0.01,11.94,-29.63,-44.50
14976,0.93,0.44,9.86,0.02,-0.05,-0.01,12.53,-30.02,-44.65
15112,1.02,0.40,10.06,0.05,-0.07,-0.00,12.23,-30.25,-45.07
15248,1.01,0.52,9.38,0.00,-0.09,0.02,11.58,-29.83,-43.23
15383,0.86,0.46,9.81,0.04,-0.09,0.02,11.55,-30.24,-43.95
15519,1.16,0.50,9.64,0.01,-0.04,-0.03,11.27,-29.60,-43.55
15655,1.06,0.56,9.66,0.05,-0.09,0.05,11.59,-29.71,-43.85
15796,1.06,0.47,10.25,0.02,-0.01,-0.01,11.60,-29.82,-44.17
15932,1.11,0.58,9.94,0.00,-0.03,-0.01,11.49,-30.21,-44.42
16068,1.10,0.50,9.84,0.02,-0.13,0.14,11.49,-29.68,-44.67
16204,1.12,0.36,9.40,0.08,-0.06,0.04,11.22,-30.06,-43.31
16339,0.79,0.53,9.88,0.01,0.05,0.02,11.44,-29.85,-45.31
16475,0.93,0.62,10.09,0.05,0.00,-0.03,12.55,-30.43,-43.79
16611,0.75,0.64,9.86,0.02,0.03,-0.02,12.60,-29.82,-44.12
16747,0.40,0.76,9.90,-0.04,0.16,-0.01,13.46,-30.44,-43.98
16882,0.61,0.55,9.92,-0.02,0.09,0.01,13.75,-30.09,-43.72
17023,0.47,0.53,9.72,-0.01,-0.06,-0.05,14.28,-30.47,-44.20
17159,0.47,0.48,9.77,-0.01,-0.08,0.05,13.88,-30.44,-43.54
17294,0.70,0.49,10.08,-0.10,-0.05,0.02,13.40,-30.17,-43.34
17430,0.47,0.34,9.44,-0.04,0.01,0.08,13.65,-29.03,-44.04
17566,0.39,0.35,10.15,-0.01,-0.03,0.08,13.46,-29.38,-43.55
17702,0.43,0.30,10.09,0.03,-0.07,0.05,13.12,-29.52,-45.29
17837,0.42,0.22,9.76,-0.02,-0.01,-0.00,13.84,-28.71,-43.20
17973,0.44,0.40,9.86,0.00,-0.06,0.01,13.43,-28.76,-44.65
18109,0.46,0.31,10.00,0.01,-0.05,-0.02,14.28,-29.47,-44.56
18250,0.48,0.34,9.73,0.04,-0.04,-0.01,13.84,-29.01,-44.26
18385,0.45,0.46,9.84,0.02,-0.06,0.00,13.84,-29.68,-44.59
18521,0.45,0.37,9.86,0.01,-0.05,-0.00,13.99,-29.45,-45.03
18657,0.52,0.51,9.55,0.00,-0.09,0.01,12.99,-28.84,-44.53
18792,0.52,0.21,10.05,0.02,-0.03,-0.02,13.55,-28.41,-44.27
18928,0.57,0.66,9.92,0.01,-0.05,-0.03,13.53,-29.20,-45.31
19064,0.59,0.37,9.72,0.01,-0.03,0.00,13.50,-29.61,-44.80
19200,0.49,0.38,9.89,0.03,-0.05,0.01,13.52,-29.20,-44.72
19340,0.47,0.34,10.03,0.05,-0.05,-0.03,13.58,-29.86,-43.93
19476,0.52,0.59,10.01,0.02,-0.05,-0.03,13.36,-29.82,-44.15
19612,0.58,0.59,9.66,0.03,-0.06,-0.00,13.86,-29.58,-43.64
19748,0.57,0.47,10.10,0.02,-0.04,-0.01,13.52,-29.86,-44.90
19883,0.51,0.49,9.84,0.00,-0.04,0.01,14.09,-29.68,-43.77
20019,0.49,0.49,10.05,-0.02,-0.03,0.00,13.87,-29.49,-44.04
20155,0.55,0.49,9.98,0.01,-0.04,-0.01,14.06,-29.23,-43.29
20291,0.44,0.40,9.94,0.03,-0.02,0.01,13.84,-29.39,-43.86
20426,0.44,0.48,9.91,-0.00,-0.06,0.01,13.69,-29.13,-44.40
20567,0.44,0.28,9.65,0.02,-0.10,0.00,13.18,-29.23,-43.20
20703,0.48,0.74,9.88,0.00,-0.04,0.00,13.93,-28.59,-43.93
20838,0.53,0.77,10.07,-0.01,-0.09,0.02,13.43,-29.54,-44.08
20974,0.56,0.37,9.87,0.05,-0.03,0.01,13.74,-29.22,-44.72
21110,0.49,0.55,10.01,0.00,-0.04,0.02,13.61,-29.06,-44.11
21246,0.48,0.58,10.04,-0.03,-0.04,-0.02,13.69,-29.26,-44.55
21381,0.50,0.42,9.79,0.01,-0.06,-0.02,13.49,-29.44,-45.16
21517,0.55,0.37,9.86,0.07,-0.02,-0.05,13.81,-33.41,-44.53
21653,0.50,0.70,10.10,0.02,-0.04,0.00,13.55,-28.97,-43.88
21815,0.46,0.54,9.72,0.01,-0.05,0.01,13.50,-29.70,-44.12
21955,0.48,0.43,9.84,-0.01,-0.08,0.02,14.06,-29.96,-44.99
22094,0.52,0.54,9.82,0.02,-0.04,-0.00,14.10,-29.74,-44.21
22234,0.48,0.48,9.88,0.02,-0.05,0.00,14.70,-29.66,-44.17
22374,0.46,0.46,9.83,0.02,-0.04,-0.00,14.25,-29.77,-44.39
22513,0.46,0.48,9.94,0.02,-0.06,0.00,13.96,-29.41,-43.58
22653,0.48,0.56,9.90,0.02,-0.04,-0.01,14.29,-29.30,-44.17
22792,0.53,0.52,9.85,0.00,-0.02,-0.01,14.21,-29.83,-43.22
22938,0.49,0.50,9.79,0.01,-0.04,0.02,14.51,-29.47,-43.80
23078,0.43,0.50,9.91,0.02,-0.05,0.01,13.93,-29.82,-44.52
23217,0.45,0.44,9.89,0.02,-0.04,-0.01,14.48,-29.79,-44.20
23357,0.44,0.45,9.88,0.01,-0.03,-0.00,14.35,-29.63,-44.45
23497,0.46,0.63,9.92,0.00,-0.04,0.01,14.21,-33.54,-44.64
23636,0.42,0.44,9.78,0.01,-0.04,-0.00,14.25,-30.01,-44.14
23776,0.44,0.57,10.01,0.03,-0.07,-0.01,14.37,-30.55,-44.64
23916,0.45,0.49,9.88,0.01,-0.03,-0.00,14.25,-29.93,-43.98
24055,0.43,0.43,9.95,0.02,-0.05,0.00,14.48,-30.14,-44.61
24200,0.43,0.47,9.85,0.01,-0.04,-0.00,14.13,-30.24,-43.67
24339,0.44,0.54,9.98,0.01,-0.04,-0.00,14.06,-30.74,-43.19
24479,0.40,0.55,9.94,0.02,-0.05,0.01,14.19,-30.06,-43.39
24625,0.42,0.49,9.88,0.01,-0.03,-0.01,14.40,-30.30,-43.00
24764,0.41,0.48,9.82,0.01,-0.06,0.00,13.91,-30.47,-43.13
24904,0.39,0.54,10.02,0.01,-0.04,0.01,14.38,-29.64,-43.42
25043,0.39,0.49,9.88,0.02,-0.05,-0.00,14.25,-30.24,-42.91
25183,0.37,0.48,9.96,0.01,-0.04,-0.00,14.22,-30.47,-44.55
25323,0.40,0.52,9.92,0.01,-0.03,0.00,14.41,-30.09,-44.61
25467,0.35,0.53,9.91,0.01,-0.05,0.01,14.00,-30.66,-44.05
25607,0.40,0.53,9.95,0.01,-0.02,-0.01,14.25,-30.78,-43.96
25747,0.35,0.49,9.81,0.03,-0.05,0.01,14.70,-30.62,-44.91
25886,0.39,0.67,9.96,0.01,-0.06,0.00,14.12,-30.85,-43.80
26026,0.42,0.50,9.88,0.00,-0.12,0.02,14.03,-30.77,-48.25
26166,0.46,0.55,9.90,0.02,-0.04,0.01,13.90,-31.00,-43.61
26305,0.44,0.49,9.96,0.02,-0.04,-0.00,14.51,-30.33,-44.74
26445,0.46,0.59,9.74,0.03,-0.06,-0.02,14.29,-29.82,-43.13
26584,0.45,0.53,9.87,0.02,-0.07,-0.01,14.79,-30.68,-44.78
26730,0.44,0.60,10.06,0.02,-0.07,0.01,14.45,-30.36,-44.77
26871,0.40,0.51,9.92,0.02,-0.02,-0.01,14.31,-31.56,-43.98
27010,0.45,0.63,9.85,0.01,-0.04,-0.02,14.22,-31.10,-44.87
27150,0.45,0.60,9.98,0.03,-0.04,-0.01,14.60,-30.85,-44.15
27290,0.45,0.64,9.84,0.03,-0.07,-0.01,14.29,-31.45,-45.50
27429,0.48,0.59,10.10,0.01,-0.04,-0.03,14.92,-30.75,-43.85
27569,0.48,0.67,9.87,0.02,-0.05,-0.01,14.38,-31.20,-44.75
27708,0.50,0.69,9.96,0.01,-0.07,-0.00,14.28,-30.53,-42.60
27854,0.47,0.56,9.93,0.02,-0.02,-0.01,14.19,-31.01,-44.36
27994,0.41,0.68,10.05,-0.00,-0.02,0.00,14.38,-31.64,-44.75
28133,0.44,0.59,9.87,-0.00,-0.04,-0.01,14.19,-31.35,-44.39
28273,0.48,0.62,9.84,0.01,-0.05,0.00,14.81,-31.04,-44.29
28413,0.40,0.58,10.01,0.00,-0.04,0.01,14.53,-31.00,-44.56
28552,0.42,0.51,9.95,0.01,-0.02,-0.01,15.33,-30.81,-43.92
28692,0.42,0.61,9.74,-0.00,-0.05,0.00,14.44,-30.93,-44.46
28832,0.44,0.57,9.89,0.02,-0.06,0.00,14.78,-30.93,-44.68
28971,0.42,0.56,9.95,0.03,-0.07,-0.01,14.00,-31.35,-44.34
29116,0.46,0.60,10.19,-0.01,-0.02,-0.01,14.26,-30.66,-43.53
29255,0.40,0.34,9.79,-0.01,-0.08,0.03,14.19,-30.66,-44.04
29395,0.41,0.50,9.80,0.00,-0.06,-0.02,13.71,-30.14,-43.96
29535,0.48,0.56,10.00,0.01,-0.08,0.00,13.56,-30.21,-44.84
29674,0.51,0.63,9.83,0.02,-0.03,-0.02,13.75,-30.20,-44.01
29814,0.50,0.39,9.89,0.04,-0.06,-0.01,13.81,-30.17,-43.55
29954,0.48,0.27,9.95,0.03,-0.06,0.00,13.33,-29.90,-43.19
30093,0.52,0.63,9.95,0.00,-0.04,-0.01,13.99,-29.32,-43.47
30233,0.49,0.45,9.86,0.00,-0.01,-0.02,12.86,-30.23,-43.74
30378,0.42,0.54,9.84,0.01,-0.07,0.01,13.31,-29.70,-43.85
30518,0.46,0.32,9.82,0.05,-0.03,-0.03,13.93,-29.39,-43.51
30658,0.53,0.69,9.90,0.02,-0.04,0.00,14.45,-28.85,-43.38
30797,0.42,0.52,10.05,-0.01,-0.03,-0.00,13.86,-29.06,-44.01
30937,0.41,0.47,9.95,-0.03,-0.00,0.01,14.18,-29.89,-44.01
31077,0.40,0.50,10.01,0.02,-0.05,-0.02,14.95,-29.74,-44.45
31216,0.37,0.44,9.83,0.02,-0.05,-0.00,14.91,-29.76,-44.23
31356,0.37,0.51,9.97,0.00,-0.05,0.00,14.48,-29.76,-43.35
31501,0.35,0.53,9.99,0.01,-0.05,-0.00,14.66,-29.80,-43.47
31641,0.44,0.50,9.83,0.02,-0.04,-0.01,14.03,-30.43,-44.71
31781,0.40,0.45,9.92,0.03,-0.05,-0.00,14.24,-29.68,-44.31
31920,0.38,0.54,9.96,-0.01,-0.03,-0.01,13.39,-29.70,-43.86
32060,0.40,0.54,9.94,0.02,-0.05,-0.01,14.05,-29.47,-43.73
32200,0.33,0.46,9.89,0.02,-0.05,0.01,14.44,-29.87,-44.15
32339,0.41,0.47,9.81,0.01,-0.04,-0.01,13.99,-29.52,-44.20
32479,0.41,0.48,10.11,0.01,-0.04,-0.01,14.15,-30.15,-43.42
32619,0.42,0.47,9.87,0.01,-0.04,-0.00,13.81,-30.17,-43.53
