Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
22026,0.75,-0.56,9.68,0.04,-0.04,-0.00,28.34,-22.45,-49.94
22166,0.85,-0.80,10.14,0.03,-0.04,0.01,28.12,-22.35,-49.47
22305,0.78,-0.66,9.70,0.03,-0.05,0.00,28.82,-22.58,-49.93
22445,0.84,-0.58,9.61,0.01,-0.05,-0.02,28.71,-22.71,-50.10
22584,0.84,-0.64,9.64,0.03,-0.04,-0.00,28.94,-22.60,-48.60
22724,0.87,-0.70,9.93,0.01,-0.03,-0.00,28.84,-22.04,-49.90
22864,0.88,-0.69,9.80,-0.02,-0.05,-0.03,28.63,-22.23,-49.72
23009,0.86,-0.56,9.82,0.01,-0.04,0.00,28.40,-21.95,-49.68
23149,0.79,-0.79,9.76,-0.03,-0.07,0.01,28.50,-22.32,-48.64
23289,0.86,-0.85,9.89,0.01,-0.08,-0.00,29.07,-22.33,-48.49
23428,0.86,-0.47,9.71,-0.01,-0.08,-0.04,29.48,-22.30,-49.27
23568,0.91,-0.70,9.89,0.01,-0.06,-0.01,28.73,-21.81,-49.09
23708,0.99,-0.70,9.85,0.04,-0.05,0.01,28.27,-22.57,-48.87
23847,0.92,-0.35,9.64,0.04,-0.02,-0.03,28.38,-22.35,-48.41
23987,0.85,-0.64,9.80,0.00,-0.04,-0.03,28.31,-22.20,-49.69
24126,0.96,-0.73,9.78,0.02,-0.08,0.02,27.99,-22.26,-48.87
24272,0.96,-0.68,9.76,-0.01,-0.06,-0.00,28.68,-22.27,-48.89
24412,0.92,-0.57,9.81,-0.00,-0.02,-0.03,28.78,-21.73,-49.17
24551,0.87,-0.32,9.87,0.02,-0.05,-0.00,29.20,-22.79,-48.85
24691,0.88,-0.72,9.71,0.02,-0.04,0.01,28.49,-21.53,-48.42
24831,0.82,-0.50,9.61,0.04,-0.06,-0.01,29.23,-22.32,-48.92
24970,0.95,-0.51,9.89,-0.01,-0.06,-0.00,28.73,-22.48,-49.25
25110,0.92,-0.62,9.88,-0.00,-0.05,0.00,28.62,-22.33,-48.49
25250,0.99,-0.72,10.01,0.03,-0.03,-0.01,28.50,-22.22,-49.09
25394,0.89,-0.55,9.59,0.01,-0.04,-0.02,27.89,-22.33,-49.27
25534,0.93,-0.65,9.73,0.02,-0.06,-0.01,28.11,-22.65,-49.75
25673,0.95,-0.73,9.90,0.02,-0.04,0.01,27.62,-21.70,-49.18
25813,0.95,-0.54,10.11,0.02,-0.02,-0.01,27.55,-22.04,-48.57
25953,0.96,-0.41,10.00,0.01,-0.02,-0.00,28.57,-22.86,-48.92
26092,0.94,-0.64,10.04,0.01,-0.04,-0.02,27.64,-22.41,-49.94
26232,0.95,-0.63,9.99,0.01,-0.04,0.01,28.40,-21.97,-48.96
26372,0.96,-0.66,9.90,0.02,-0.04,-0.02,28.03,-22.16,-48.76
26511,0.98,-0.61,9.80,0.00,-0.04,-0.03,28.30,-22.07,-49.59
26656,0.94,-0.60,9.90,0.01,-0.02,-0.01,28.02,-22.11,-48.93
26795,0.95,-0.71,9.90,0.01,-0.06,0.01,28.40,-21.69,-49.34
26935,0.97,-0.77,9.69,0.02,-0.05,0.00,28.05,-22.24,-50.26
27075,0.96,-0.68,9.95,0.02,-0.03,0.00,27.68,-21.51,-48.57
27214,0.91,-0.80,9.71,0.01,-0.04,0.01,27.64,-22.00,-48.99
27354,0.95,-0.68,9.71,-0.01,-0.04,-0.01,28.11,-21.59,-49.31
27494,0.93,-0.84,9.91,-0.00,-0.01,-0.01,28.19,-21.73,-49.31
27633,0.96,-0.52,9.80,0.04,-0.05,-0.01,28.06,-22.17,-48.96
27779,0.91,-0.65,9.88,0.03,-0.03,-0.00,27.80,-21.97,-48.67
27918,0.94,-0.82,9.95,0.02,-0.01,0.01,28.41,-22.73,-49.37
28058,0.86,-0.70,9.77,0.01,-0.06,-0.01,27.89,-22.65,-49.27
28198,0.99,-0.52,10.01,0.01,-0.07,-0.01,28.90,-22.14,-48.57
28337,0.99,-0.61,10.04,0.03,-0.03,-0.01,28.16,-23.12,-49.61
28477,0.95,-0.55,9.89,0.02,-0.04,-0.02,28.40,-22.68,-49.42
28617,0.91,-0.63,9.89,0.00,-0.03,-0.02,28.43,-22.43,-49.37
28756,0.88,-0.70,9.95,0.02,-0.03,0.00,29.52,-22.11,-49.33
28896,0.85,-0.65,9.97,0.02,-0.03,-0.00,29.06,-22.35,-49.52
29041,0.81,-0.70,9.76,-0.03,-0.07,-0.01,28.60,-22.11,-49.62
29181,0.84,-0.64,9.87,0.00,-0.06,-0.00,28.91,-22.20,-49.69
29321,0.85,-0.60,9.90,0.01,-0.08,0.01,28.91,-22.41,-50.42
29460,0.90,-0.71,9.77,0.02,-0.07,-0.00,28.75,-22.20,-49.18
29600,0.91,-0.64,9.72,0.01,-0.04,-0.01,28.75,-22.03,-50.72
29740,0.90,-0.73,9.97,0.01,-0.02,0.01,28.68,-21.85,-50.86
29879,0.89,-0.70,10.05,0.01,-0.01,0.00,29.16,-21.24,-50.13
30019,0.92,-0.72,10.06,-0.08,-0.08,-0.01,28.47,-21.09,-49.91
30164,0.87,-0.62,9.77,0.03,-0.02,0.01,28.69,-22.03,-50.26
30303,0.92,-0.64,9.90,0.03,-0.05,0.01,28.40,-21.94,-50.15
30443,0.91,-0.76,9.96,0.02,-0.03,0.01,28.94,-21.15,-49.71
30583,0.81,-0.56,9.98,0.05,-0.01,-0.02,29.30,-21.73,-50.72
30722,0.87,-0.95,9.77,0.06,-0.09,0.02,29.49,-22.90,-50.80
30862,0.97,-0.33,9.76,0.01,-0.04,-0.03,29.20,-23.11,-49.44
31001,0.89,-0.68,9.85,0.01,-0.04,0.00,28.22,-22.30,-50.92
31141,0.84,-0.44,9.83,0.01,-0.04,0.01,27.80,-22.41,-50.34
31281,0.88,-0.63,9.89,-0.01,-0.07,0.01,29.00,-22.62,-49.97
31426,0.82,-0.70,9.74,-0.03,-0.07,0.02,28.59,-22.36,-49.97
31566,0.80,-0.48,9.68,0.02,-0.06,0.02,29.60,-22.19,-49.65
31706,0.81,-0.48,9.67,0.04,-0.05,0.01,29.90,-22.39,-49.97
31845,0.92,-0.52,9.69,0.02,-0.05,-0.01,28.33,-22.67,-50.20
31985,0.82,-0.49,9.46,-0.02,-0.06,-0.05,29.80,-22.98,-49.37
32125,0.88,-0.57,9.80,-0.01,-0.02,0.06,29.44,-23.05,-49.81
32264,0.71,-0.83,10.22,0.02,-0.05,0.03,29.77,-22.49,-48.99
32404,0.68,-0.50,9.91,0.04,-0.09,-0.01,29.30,-23.03,-49.01
32543,0.83,-0.54,9.48,0.04,-0.09,0.00,29.30,-22.95,-50.38
32688,0.91,-0.64,10.01,0.04,-0.02,0.01,29.01,-23.40,-50.82
32828,0.90,-0.29,10.24,-0.00,-0.07,-0.02,29.00,-23.17,-50.82
32967,0.87,-0.30,9.72,0.04,-0.03,0.04,28.97,-22.84,-50.26
33107,0.90,-0.66,9.89,-0.00,-0.04,0.02,28.91,-23.05,-49.69
