Timestamp,qw,qx,qy,qz,yaw,pitch,roll,label
29066,0.929327,-0.039946,-0.182515,-0.31849,141.677597,-21.387672,2.58602,1
29186,0.929569,-0.040207,-0.18217,-0.317948,141.757996,-21.361227,2.528782,1
29306,0.9296,-0.040563,-0.181414,-0.318244,141.740326,-21.290869,2.463792,1
29426,0.929173,-0.042353,-0.182311,-0.318744,141.694489,-21.456669,2.310091,1
29546,0.929089,-0.041585,-0.183428,-0.31845,141.697601,-21.550907,2.437322,1
29666,0.929117,-0.038318,-0.18366,-0.318643,141.606461,-21.450874,2.823049,1
29787,0.928993,-0.038533,-0.18394,-0.318818,141.582993,-21.489328,2.814724,1
29907,0.929309,-0.037727,-0.183212,-0.318412,141.633011,-21.379656,2.865565,1
30027,0.929241,-0.037583,-0.183578,-0.318419,141.622604,-21.414423,2.897723,1
30147,0.929273,-0.040033,-0.183107,-0.318295,141.693558,-21.456671,2.596366,1
30267,0.929047,-0.039184,-0.184035,-0.318528,141.630783,-21.525595,2.737758,1
30387,0.929216,-0.039172,-0.182995,-0.318635,141.635757,-21.410433,2.697733,1
30507,0.92914,-0.037672,-0.18334,-0.318837,141.575241,-21.390341,2.887592,1
30629,0.929209,-0.038403,-0.182886,-0.318812,141.60054,-21.368477,2.784704,1
30810,0.929096,-0.038255,-0.182963,-0.319114,141.557755,-21.370388,2.812111,1
30930,0.928942,-0.037682,-0.183822,-0.319137,141.528244,-21.442762,2.914106,1
31050,0.92897,-0.036419,-0.183758,-0.319237,141.492722,-21.386894,3.057169,1
31170,0.929446,-0.036379,-0.182866,-0.318368,141.619522,-21.290201,3.002976,1
31296,0.930392,-0.036832,-0.180712,-0.316778,141.869919,-21.075666,2.822877,1
31418,0.930766,-0.035806,-0.17976,-0.31634,141.923737,-20.933424,2.889113,1
31538,0.930982,-0.035226,-0.17978,-0.315756,141.987015,-20.915449,2.942013,1
31658,0.931717,-0.037981,-0.176972,-0.314856,142.201401,-20.713367,2.491805,1
31778,0.932064,-0.039673,-0.175927,-0.314204,142.333023,-20.663635,2.241703,1
31898,0.932199,-0.037822,-0.174737,-0.314695,142.256943,-20.461832,2.413983,1
32018,0.932139,-0.037227,-0.174499,-0.315075,142.201828,-20.412251,2.480332,1
2093,0.99995,0.002987,0.008997,0.001286,180.150452,1.030581,0.343625,2
2214,0.999819,0.004889,0.017959,0.002742,180.324448,2.056514,0.566175,2
2336,0.999601,0.008203,0.026348,0.005212,180.622665,3.014503,0.956725,2
2458,0.999277,0.013288,0.0349,0.006473,180.79631,3.989754,1.551403,2
2578,0.998872,0.017538,0.043386,0.007503,180.949631,4.957136,2.05284,2
2699,0.998385,0.021412,0.051958,0.007818,181.027481,5.935711,2.510429,2
2819,0.997792,0.024984,0.060864,0.008635,181.170258,6.951439,2.939701,2
2943,0.997169,0.027678,0.069179,0.009669,181.337067,7.899237,3.272153,2
3064,0.996451,0.030478,0.077612,0.011134,181.561218,8.858459,3.624805,2
3185,0.995632,0.033989,0.086008,0.012488,181.786118,9.811935,4.063685,2
3306,0.99465,0.038872,0.094656,0.013849,182.036575,10.790782,4.668379,2
3427,0.993579,0.042699,0.103704,0.014668,182.225174,11.819227,5.151816,2
3548,0.992655,0.044444,0.111555,0.014435,182.266312,12.72008,5.379822,2
3670,0.991503,0.047192,0.120164,0.015704,182.506073,13.697976,5.750998,2
3793,0.990404,0.050511,0.127491,0.016917,182.746674,14.526402,6.189202,2
3972,0.989267,0.052017,0.135432,0.017158,182.856506,15.436541,6.407034,2
4092,0.987943,0.053298,0.144427,0.016109,182.822784,16.478418,6.584804,2
4212,0.986468,0.055581,0.153202,0.017662,183.117691,17.475334,6.928923,2
4332,0.984902,0.058331,0.162003,0.017673,183.246628,18.484751,7.307189,2
4452,0.983644,0.058931,0.169413,0.016216,183.151398,19.352125,7.394505,2
4572,0.981312,0.065165,0.180301,0.016254,183.392868,20.59408,8.214919,2
4692,0.979153,0.073572,0.188956,0.011527,183.106171,21.613178,9.187049,2
4815,0.977492,0.076176,0.196571,0.007677,182.789703,22.527258,9.46769,2
4935,0.975961,0.078434,0.203145,0.008498,183.02359,23.277838,9.812332,2
5055,0.974334,0.081314,0.209679,0.00932,183.280029,24.021444,10.239196,2
5175,0.972084,0.082909,0.219405,0.005702,183.006805,25.189613,10.421814,2
5295,0.969911,0.085244,0.228013,0.002809,182.831879,26.220455,10.705023,2
5415,0.967899,0.088373,0.23525,0.003369,183.096069,27.052094,11.178616,2
5535,0.966071,0.089938,0.242037,0.005239,183.478439,27.820824,11.49906,2
5656,0.964131,0.090854,0.249325,0.005093,183.60231,28.674818,11.687583,2
5776,0.96214,0.093119,0.256072,0.005888,183.886337,29.449625,12.077744,2
5896,0.960183,0.095804,0.262346,0.006028,184.10231,30.175222,12.502123,2
6075,0.958238,0.095936,0.269318,0.005919,184.216095,30.997833,12.603987,2
6195,0.955878,0.097311,0.277086,0.006605,184.496231,31.899811,12.911185,2
6315,0.953398,0.099034,0.284894,0.007197,184.787689,32.806908,13.270661,2
6435,0.951188,0.102233,0.29108,0.007268,185.04715,33.522095,13.789992,2
6557,0.948952,0.102712,0.298132,0.006968,185.175598,34.360283,13.95606,2
6677,0.946305,0.105518,0.305428,0.008829,185.699417,35.183216,14.533278,2
6797,0.943391,0.109873,0.312838,0.008056,185.959595,36.049725,15.226916,2
6917,0.940784,0.113905,0.319232,0.005724,185.987091,36.82357,15.801467,2
7037,0.938456,0.115104,0.325587,0.006066,186.253464,37.56789,16.113707,2
7157,0.935682,0.117548,0.332615,0.006453,186.613083,38.383789,16.624922,2
7277,0.933049,0.119914,0.33911,0.006105,186.866867,39.14959,17.09108,2
7400,0.930537,0.122506,0.345047,0.0052,187.050201,39.857738,17.558678,2
7520,0.928059,0.125491,0.350609,0.00481,187.324081,40.508739,18.107162,2
7640,0.925509,0.126915,0.356797,0.003701,187.446198,41.26157,18.423244,2
7760,0.922764,0.12885,0.363159,0.003397,187.724136,42.016457,18.868114,2
7880,0.920096,0.129883,0.369508,0.002946,187.941772,42.781223,19.184717,2
8000,0.917328,0.13153,0.375759,0.002613,188.218338,43.527302,19.605007,2
8180,0.914497,0.134335,0.381631,0.000116,188.248856,44.264271,20.073004,2
8302,0.911732,0.136239,0.387525,-0.000614,188.492783,44.975529,20.518341,2
8422,0.908886,0.137502,0.393707,-0.002551,188.541885,45.755657,20.815353,2
8542,0.906044,0.139439,0.399522,-0.003807,188.729004,46.471409,21.251604,2
8662,0.903041,0.141332,0.405601,-0.004623,189.002777,47.210659,21.730623,2
8782,0.899851,0.144079,0.411653,-0.006496,189.189194,47.964092,22.28804,2
8902,0.896754,0.147259,0.417221,-0.008096,189.439972,48.648766,22.925636,2
9022,0.893677,0.149179,0.423077,-0.00922,189.703247,49.370712,23.421965,2
9144,0.890748,0.152142,0.428188,-0.008249,190.346191,49.935883,24.213032,2
9264,0.887881,0.154465,0.433267,-0.008961,190.695908,50.547062,24.79907,2
9384,0.884796,0.156594,0.43875,-0.010251,190.979233,51.225643,25.348497,2
9504,0.882146,0.158236,0.44347,-0.010295,191.390884,51.782505,25.881453,2
9624,0.879284,0.160105,0.448433,-0.011185,191.715958,52.389828,26.418135,2
9744,0.875606,0.16607,0.453279,-0.016259,191.718369,53.052689,27.343065,2
9864,0.872647,0.168087,0.458153,-0.017912,191.959396,53.671509,27.871904,2
9985,0.869569,0.170337,0.463144,-0.018022,192.499603,54.253609,28.58865,2
10105,0.866507,0.171596,0.468314,-0.01984,192.70079,54.925312,29.023602,2
10284,0.86347,0.173916,0.473005,-0.020752,193.130646,55.494251,29.705015,2
