Timestamp,qw,qx,qy,qz,yaw,pitch,roll
2093,0.999950,0.002987,0.008997,0.001286,180.150452,1.030581,0.343625
2214,0.999819,0.004889,0.017959,0.002742,180.324448,2.056514,0.566175
2336,0.999601,0.008203,0.026348,0.005212,180.622665,3.014503,0.956725
2458,0.999277,0.013288,0.034900,0.006473,180.796310,3.989754,1.551403
2578,0.998872,0.017538,0.043386,0.007503,180.949631,4.957136,2.052840
2699,0.998385,0.021412,0.051958,0.007818,181.027481,5.935711,2.510429
2819,0.997792,0.024984,0.060864,0.008635,181.170258,6.951439,2.939701
2943,0.997169,0.027678,0.069179,0.009669,181.337067,7.899237,3.272153
3064,0.996451,0.030478,0.077612,0.011134,181.561218,8.858459,3.624805
3185,0.995632,0.033989,0.086008,0.012488,181.786118,9.811935,4.063685
3306,0.994650,0.038872,0.094656,0.013849,182.036575,10.790782,4.668379
3427,0.993579,0.042699,0.103704,0.014668,182.225174,11.819227,5.151816
3548,0.992655,0.044444,0.111555,0.014435,182.266312,12.720080,5.379822
3670,0.991503,0.047192,0.120164,0.015704,182.506073,13.697976,5.750998
3793,0.990404,0.050511,0.127491,0.016917,182.746674,14.526402,6.189202
3972,0.989267,0.052017,0.135432,0.017158,182.856506,15.436541,6.407034
4092,0.987943,0.053298,0.144427,0.016109,182.822784,16.478418,6.584804
4212,0.986468,0.055581,0.153202,0.017662,183.117691,17.475334,6.928923
4332,0.984902,0.058331,0.162003,0.017673,183.246628,18.484751,7.307189
4452,0.983644,0.058931,0.169413,0.016216,183.151398,19.352125,7.394505
4572,0.981312,0.065165,0.180301,0.016254,183.392868,20.594080,8.214919
4692,0.979153,0.073572,0.188956,0.011527,183.106171,21.613178,9.187049
4815,0.977492,0.076176,0.196571,0.007677,182.789703,22.527258,9.467690
4935,0.975961,0.078434,0.203145,0.008498,183.023590,23.277838,9.812332
5055,0.974334,0.081314,0.209679,0.009320,183.280029,24.021444,10.239196
5175,0.972084,0.082909,0.219405,0.005702,183.006805,25.189613,10.421814
5295,0.969911,0.085244,0.228013,0.002809,182.831879,26.220455,10.705023
5415,0.967899,0.088373,0.235250,0.003369,183.096069,27.052094,11.178616
5535,0.966071,0.089938,0.242037,0.005239,183.478439,27.820824,11.499060
5656,0.964131,0.090854,0.249325,0.005093,183.602310,28.674818,11.687583
5776,0.962140,0.093119,0.256072,0.005888,183.886337,29.449625,12.077744
5896,0.960183,0.095804,0.262346,0.006028,184.102310,30.175222,12.502123
6075,0.958238,0.095936,0.269318,0.005919,184.216095,30.997833,12.603987
6195,0.955878,0.097311,0.277086,0.006605,184.496231,31.899811,12.911185
6315,0.953398,0.099034,0.284894,0.007197,184.787689,32.806908,13.270661
6435,0.951188,0.102233,0.291080,0.007268,185.047150,33.522095,13.789992
6557,0.948952,0.102712,0.298132,0.006968,185.175598,34.360283,13.956060
6677,0.946305,0.105518,0.305428,0.008829,185.699417,35.183216,14.533278
6797,0.943391,0.109873,0.312838,0.008056,185.959595,36.049725,15.226916
6917,0.940784,0.113905,0.319232,0.005724,185.987091,36.823570,15.801467
7037,0.938456,0.115104,0.325587,0.006066,186.253464,37.567890,16.113707
7157,0.935682,0.117548,0.332615,0.006453,186.613083,38.383789,16.624922
7277,0.933049,0.119914,0.339110,0.006105,186.866867,39.149590,17.091080
7400,0.930537,0.122506,0.345047,0.005200,187.050201,39.857738,17.558678
7520,0.928059,0.125491,0.350609,0.004810,187.324081,40.508739,18.107162
7640,0.925509,0.126915,0.356797,0.003701,187.446198,41.261570,18.423244
7760,0.922764,0.128850,0.363159,0.003397,187.724136,42.016457,18.868114
7880,0.920096,0.129883,0.369508,0.002946,187.941772,42.781223,19.184717
8000,0.917328,0.131530,0.375759,0.002613,188.218338,43.527302,19.605007
8180,0.914497,0.134335,0.381631,0.000116,188.248856,44.264271,20.073004
8302,0.911732,0.136239,0.387525,-0.000614,188.492783,44.975529,20.518341
8422,0.908886,0.137502,0.393707,-0.002551,188.541885,45.755657,20.815353
8542,0.906044,0.139439,0.399522,-0.003807,188.729004,46.471409,21.251604
8662,0.903041,0.141332,0.405601,-0.004623,189.002777,47.210659,21.730623
8782,0.899851,0.144079,0.411653,-0.006496,189.189194,47.964092,22.288040
8902,0.896754,0.147259,0.417221,-0.008096,189.439972,48.648766,22.925636
9022,0.893677,0.149179,0.423077,-0.009220,189.703247,49.370712,23.421965
9144,0.890748,0.152142,0.428188,-0.008249,190.346191,49.935883,24.213032
9264,0.887881,0.154465,0.433267,-0.008961,190.695908,50.547062,24.799070
