timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Unnamed: 10
40.77,-0.011213047910295617,0.009174311926605503,0.9561671763506626,0.05,-0.56,-0.85,32.99,-27.64,-47.18,
40.93,-0.006116207951070336,0.09072375127421,0.9357798165137614,0.6,-0.65,-0.14,29.83,-29.25,-47.25,
41.1,0.026503567787971458,0.1783893985728848,0.9266055045871558,-0.16,-0.14,-0.26,27.2,-29.19,-48.44,
41.26,0.08358817533129459,0.17940876656472987,0.9255861365953109,-0.75,-0.12,-0.51,25.84,-28.43,-49.14,
41.43,0.23955147808358818,0.11926605504587155,0.8521916411824668,0.03,0.89,-0.42,28.76,-24.69,-48.73,
41.6,-0.007135575942915392,-0.048929663608562685,1.0652395514780835,-0.35,0.09,0.55,29.77,-21.94,-48.86,
41.76,0.11416921508664628,-0.021406727828746176,0.9663608562691132,0.32,-0.28,0.15,29.77,-20.56,-49.46,
41.92,0.017329255861365953,0.04383282364933741,1.0611620795107033,-0.19,0.0,0.38,30.62,-20.32,-49.31,
42.08,-0.04587155963302752,-0.06523955147808358,0.9561671763506626,-0.07,-0.01,0.45,31.75,-21.78,-47.63,
42.25,0.040774719673802244,0.001019367991845056,1.0061162079510702,-0.12,0.02,0.14,32.77,-19.58,-46.26,
42.41,0.010193679918450561,-0.09887869520897043,1.0621814475025484,-0.49,-0.03,0.25,33.35,-18.25,-44.83,
42.58,-0.08154943934760449,-0.10091743119266054,1.036697247706422,0.18,0.24,-0.12,35.15,-17.74,-43.47,
42.75,-0.1620795107033639,-0.08766564729867482,1.053007135575943,0.02,0.07,-0.5,36.74,-17.3,-42.6,
42.91,-0.07747196738022426,-0.1620795107033639,0.9806320081549438,-0.26,0.08,-0.53,37.55,-17.9,-40.82,
43.07,-0.040774719673802244,-0.1406727828746177,1.0682976554536188,-0.28,0.09,0.13,38.26,-16.81,-39.97,
43.24,-0.1916411824668705,-0.17023445463812434,0.9898063200815495,-0.21,0.1,0.42,40.43,-17.09,-37.15,
43.4,-0.13149847094801223,-0.24668705402650354,0.9867482161060142,0.06,0.2,0.4,41.46,-18.52,-35.24,
43.56,-0.236493374108053,-0.2130479102956167,1.0040774719673802,-0.07,0.03,0.19,41.96,-20.61,-33.31,
43.75,-0.2660550458715596,-0.22528032619775737,1.0040774719673802,0.24,0.06,-0.08,42.6,-21.82,-32.91,
43.92,-0.20081549439347604,-0.17329255861365953,0.9938837920489296,0.03,-0.01,-0.21,42.87,-22.24,-32.39,
44.08,-0.27522935779816515,-0.16106014271151886,1.0,-0.13,0.08,0.47,43.42,-23.74,-30.93,
44.24,-0.27217125382262997,-0.21916411824668702,0.9898063200815495,0.21,-0.23,0.09,42.59,-25.69,-29.38,
44.41,-0.1559633027522936,-0.1855249745158002,1.00203873598369,0.02,-0.13,0.04,41.48,-27.51,-28.79,
44.57,-0.22426095820591235,-0.11722731906218144,1.1253822629969417,0.92,-0.05,-0.14,40.49,-26.56,-27.55,
44.73,-0.13047910295616716,-0.05912334352701325,1.0407747196738022,0.21,-0.11,-0.06,38.82,-25.78,-27.93,
44.91,-0.15392456676860347,-0.09785932721712537,1.0285423037716614,0.28,-0.16,-0.01,38.5,-23.78,-28.52,
45.07,-0.12436289500509683,0.02854230377166157,1.0275229357798166,0.45,-0.13,0.6,36.5,-24.69,-30.17,
45.23,-0.05810397553516819,0.02854230377166157,1.0152905198776758,0.4,-0.44,0.42,34.05,-24.88,-33.05,
45.4,-0.04587155963302752,0.016309887869520895,1.0112130479102956,-0.04,0.09,-0.34,32.15,-23.38,-36.47,
45.56,-0.07441386340468908,-0.07543323139653414,0.9877675840978593,-0.22,0.22,-0.35,34.38,-19.58,-39.75,
45.72,0.024464831804281342,0.023445463812436288,0.9938837920489296,0.29,-0.68,-0.45,33.47,-19.42,-43.19,
45.88,0.02854230377166157,-0.12436289500509683,0.9969418960244647,-0.14,-0.1,-0.1,33.48,-19.75,-44.56,
46.06,-0.11518858307849132,-0.06931702344546381,0.9877675840978593,-0.08,0.39,0.24,37.08,-20.33,-44.05,
46.22,-0.08053007135575943,-0.08970438328236494,0.9011213047910295,0.01,0.08,-0.03,38.42,-20.52,-44.78,
46.38,-0.14882772680937817,-0.08256880733944955,0.873598369011213,-0.08,0.02,-0.0,37.97,-19.66,-44.83,
46.55,-0.20081549439347604,-0.08256880733944955,0.9388379204892967,0.18,0.09,0.2,39.52,-21.13,-44.24,
46.71,-0.1875637104994903,-0.06829765545361875,0.9908256880733946,0.1,0.09,0.05,38.56,-22.13,-45.03,
46.88,-0.0856269113149847,-0.05198776758409786,1.0071355759429155,0.04,-0.46,-0.19,36.88,-22.99,-45.06,
47.04,-0.10703363914373089,0.006116207951070336,0.9867482161060142,-0.04,-0.08,0.04,36.45,-23.47,-45.35,
47.21,-0.1437308868501529,-0.018348623853211007,0.9887869520897042,-0.12,0.03,0.06,36.79,-22.2,-45.05,
47.38,-0.14169215086646278,-0.03873598369011213,1.0101936799184505,0.06,0.2,0.14,38.12,-22.13,-44.9,
47.54,-0.14678899082568805,-0.026503567787971458,0.998980632008155,0.01,-0.05,-0.04,38.15,-22.39,-45.13,
