Timestamp,qw,qx,qy,qz,heading,pitch,roll
13267,0.661543,-0.023838,-0.728503,0.176260,294.758057,-72.836967,-102.242683
13394,0.657872,-0.001368,-0.735750,0.160827,302.173828,-75.379654,-109.118752
13515,0.660251,-0.008259,-0.730799,0.172985,298.020020,-74.188911,-104.512962
13636,0.656619,-0.029006,-0.732684,0.176565,296.366760,-72.165710,-104.241219
13757,0.655652,0.004429,-0.740618,0.146891,306.996155,-76.526268,-114.625381
13878,0.656059,-0.033718,-0.729834,0.189167,294.713104,-70.886452,-101.913322
13999,0.651084,-0.036858,-0.738413,0.171664,298.263702,-71.601387,-107.180862
14121,0.651672,-0.010554,-0.740717,0.162916,303.415588,-74.147995,-110.925926
14241,0.652575,-0.047706,-0.730433,0.195780,293.842377,-69.170784,-101.619934
14361,0.650419,-0.015126,-0.741414,0.164386,303.000153,-73.635056,-110.757942
14482,0.654843,-0.040186,-0.729730,0.192490,294.116882,-70.092812,-101.562149
14603,0.651421,-0.053182,-0.733524,0.186430,294.408356,-69.363678,-103.417023
14724,0.654419,-0.022499,-0.737500,0.165272,299.722473,-73.301743,-108.009293
14845,0.656056,-0.038387,-0.727802,0.195992,293.516083,-70.036507,-100.521362
14968,0.656106,-0.054151,-0.727017,0.195013,291.700104,-68.888336,-100.069672
15089,0.655075,-0.031804,-0.733083,0.180129,296.304962,-71.620811,-104.106972
15210,0.661581,-0.034048,-0.725301,0.187300,292.363831,-71.251175,-99.752419
15331,0.657829,-0.061842,-0.723726,0.199118,289.845184,-68.055908,-98.496155
15451,0.656053,-0.056472,-0.722312,0.211335,290.305847,-67.500168,-97.484947
15571,0.654444,-0.035253,-0.728660,0.198762,294.336731,-70.004669,-100.852356
15693,0.660862,-0.052693,-0.717787,0.212739,288.725037,-67.864677,-95.481422
15814,0.657189,-0.021702,-0.731248,0.181383,296.594452,-72.413734,-103.473053
15935,0.659259,-0.044294,-0.727389,0.185237,292.334503,-70.504059,-100.726807
16056,0.654113,-0.065185,-0.729946,0.187235,291.759674,-68.516853,-101.680710
16177,0.655334,-0.033017,-0.737716,0.158789,298.401581,-73.021660,-108.083488
16298,0.659287,-0.042000,-0.728691,0.180491,293.021362,-71.027016,-101.625153
16419,0.657826,-0.059113,-0.727544,0.185586,291.117737,-69.269058,-100.685310
16542,0.658805,-0.019642,-0.737765,0.145891,300.665375,-75.095390,-110.334312
16663,0.657318,-0.042927,-0.732306,0.172652,294.511810,-71.422554,-103.845200
16783,0.651928,-0.051755,-0.737827,0.167076,296.174103,-70.860954,-106.687019
16903,0.652776,-0.020480,-0.745270,0.134271,305.518280,-75.349884,-116.211739
17024,0.655494,-0.048631,-0.737318,0.155938,296.204620,-72.072731,-107.393364
17145,0.654638,-0.034444,-0.740904,0.145998,300.120178,-73.737831,-110.979500
17266,0.654831,-0.011896,-0.743608,0.134512,306.240448,-76.090073,-116.218430
