x,y,z
0.37251517219829267,-0.5767976859844531,-0.7270054167095706
-0.9112304293125353,-0.39720300764905386,-0.10903611974679954
0.6135596887501182,-0.16545429808991952,-0.7721200577529573
-0.08,-0.56,-0.3000000000000007
-0.8203787227266942,-0.5543099477883068,0.14042518677303736
-0.5257429094099623,-0.8064794144346994,-0.2705279048420191
-0.45867031580731,-0.8809382255981668,-0.11648769925265026
0.2821031610673796,-0.9591507476290906,-0.02115773708005302
-0.30844955485759595,-0.9306667603461948,-0.1967695436160522
-0.300583128051455,-0.9440850359925981,-0.13547408588234602
-0.28090749412484717,-0.9511429187034299,0.1281332429341407
0.06205048961733115,-0.9928078338772987,0.10238330786859644
0.2631117157213752,-0.963453194332683,0.05030076918202792
0.12653693661468782,-0.9918863095925529,0.012245509994969529
-0.15763081122461275,-0.9866521147022057,0.040867247354529394
-0.2082066064483831,-0.9751009401999275,0.07634242236440736
-0.16383004231353104,-0.9858049097831438,-0.03672052672544634
-0.29289858377440564,-0.9551040775252357,0.04457152361784452
-0.31312064928765154,-0.9492499683667752,-0.029664061511461677
-0.42248047960178325,-0.8960674688328145,0.13628402567799472
-0.4457522779073583,-0.8949869954858678,0.017412198355756428
-0.130627796304678,-0.9914314796457613,0.0
-0.0450118171532077,-0.9852586643535463,0.1650433295617616
-0.33478504873007964,-0.9177728060014252,0.21356977246574105
-0.06525547923488631,-0.9974766111618334,0.02796663395780865
-0.023569407671548297,-0.9958074741229155,0.08838527876830632
-0.0532796276406395,-0.9590332975315111,0.27823805545667335
-0.4612481834124052,-0.8870157373315485,-0.02128837769595671
-0.6198712349124776,-0.7805785921120088,-0.08035367859976593
-0.5689764513227279,-0.8047684942132277,0.16915516120405424
-0.37,-0.53,0.33999999999999986
-0.5613723995914507,-0.5075421694936404,0.6536527940448396
-0.8386373809485822,-0.4825036986279514,0.25274003261464095
-0.7926962931523902,-0.5044430956424302,-0.3423006720430767
-0.51,-0.36,0.05000000000000071
-0.36805337065674065,-0.9107761375573582,0.18714578168986856
-0.4826893620178702,-0.8629900714864953,-0.14919489371461436
-0.6991818147971619,0.4742276656885098,-0.5350260843665233
-0.6079118049159425,0.4687512712604859,-0.6408708786764455
-0.8477226266998876,0.2083787462279053,-0.48779570139714173
-0.9210021622176718,-0.20566067700006266,-0.33084543691314444
-0.6932601545595742,-0.21593349076445756,-0.6875776942762986
-0.671659572040968,-0.7215802159088778,0.16791489301024246
-0.8017181389370138,-0.5971982055347144,0.02454239200827541
-0.11587849428720289,-0.8884017895352222,-0.4442008947676102
-0.06999999999999999,-0.12,-0.6600000000000001
0.23086870333245033,0.6833713618640529,-0.692606109997351
0.6043766441026286,0.5596080037987302,-0.5670694438493799
0.8437378112906085,0.05769147427628089,-0.5336461370555986
-0.04962725681931707,-0.9243076582597803,0.37840783324729227
0.6574957194011541,-0.7226529528553225,-0.2132418549409145
0.16,-0.5800000000000001,0.5700000000000003
-0.2593577205064809,-0.9303048670341162,-0.25935772050648037
0.36320344015701544,-0.9312908721974755,0.02793872616592367
0.043580086018673886,-0.9587618924108254,0.28084944323145394
-0.3710680537646147,-0.9162174167027523,0.15117587375595415
-0.6376070876000776,-0.7452032836325906,0.19526717057752382
-0.2830327696113678,-0.9556950662202031,-0.08086650560324818
-0.16348030475153497,-0.9529705569662646,0.25518876839264015
-0.5758716876226045,-0.816579959168561,-0.039610221899967206
-0.3540709954191594,-0.9342027032982435,-0.0435779686669735
-0.6008228504416865,-0.7993780413601839,0.0025786388430973123
-0.6311347710549654,-0.7756694514492324,0.0024089113399043973
-0.5897298923392146,-0.8071555597168037,-0.026805904197236982
