Timestamp,qw,qx,qy,qz,yaw,pitch,roll
13187,0.967414,0.176021,0.028297,0.179771,200.965225,-0.489157,20.533623
13307,0.966868,0.174329,0.030072,0.184020,201.489975,-0.344228,20.376015
13427,0.966188,0.175294,0.031253,0.186459,201.794022,-0.285174,20.511425
13550,0.965081,0.177160,0.031541,0.190342,202.245422,-0.376024,20.729834
13670,0.964227,0.176774,0.033016,0.194727,202.780365,-0.296535,20.717665
13790,0.963888,0.172184,0.032391,0.200538,203.437927,-0.379062,20.177593
13910,0.963166,0.170721,0.034723,0.204822,203.979675,-0.174615,20.065353
14030,0.962349,0.169901,0.036330,0.209020,204.496994,-0.063086,20.010765
14150,0.961354,0.169130,0.035345,0.214326,205.090302,-0.260070,19.897766
14270,0.960591,0.167116,0.036451,0.219087,205.663956,-0.183224,19.696302
14394,0.959581,0.166793,0.037595,0.223521,206.200684,-0.138255,19.688803
14514,0.958357,0.167860,0.038995,0.227697,206.713074,-0.097402,19.846294
14634,0.957349,0.166566,0.037928,0.233006,207.308197,-0.286544,19.670027
14754,0.956199,0.164984,0.038207,0.238737,207.980743,-0.327064,19.497381
14874,0.955227,0.163767,0.039274,0.243251,208.528107,-0.265908,19.388975
14994,0.954202,0.163497,0.039430,0.247397,209.014740,-0.323628,19.361830
15114,0.952613,0.166461,0.040021,0.251415,209.494568,-0.427016,19.711174
15236,0.951531,0.164955,0.040874,0.256321,210.085419,-0.388284,19.565321
15356,0.950465,0.163001,0.042091,0.261279,210.690643,-0.295962,19.381296
15476,0.949370,0.161981,0.042710,0.265755,211.227875,-0.286393,19.284880
15596,0.947931,0.163103,0.042288,0.270236,211.745224,-0.457266,19.395496
15716,0.947021,0.161726,0.043249,0.274074,212.215820,-0.385894,19.270613
15863,0.945579,0.163209,0.043574,0.278094,212.694717,-0.479580,19.444950
15983,0.944530,0.161033,0.044258,0.282780,213.261368,-0.427916,19.222710
16110,0.943096,0.160487,0.042795,0.288052,213.855225,-0.672581,19.110229
16230,0.941834,0.158991,0.042080,0.293072,214.436050,-0.797951,18.916031
16350,0.940585,0.158013,0.041593,0.297648,214.969696,-0.906529,18.786959
16470,0.939696,0.157347,0.043459,0.300527,215.347427,-0.738933,18.775730
16590,0.938441,0.157503,0.045723,0.304010,215.804703,-0.569983,18.870600
16710,0.936861,0.158168,0.046802,0.308343,216.340637,-0.564160,18.980217
16830,0.935832,0.153132,0.046514,0.314003,217.011765,-0.521958,18.411217
16952,0.934476,0.150362,0.047020,0.319259,217.650345,-0.465873,18.122726
17072,0.932730,0.149737,0.047729,0.324512,218.292725,-0.466735,18.078249
17192,0.930678,0.150185,0.047905,0.330121,218.968582,-0.572402,18.131142
17312,0.929066,0.148282,0.050131,0.335153,219.616028,-0.357808,18.007236
17432,0.927437,0.147856,0.050996,0.339692,220.179001,-0.335729,17.993330
17552,0.925615,0.148220,0.052307,0.344271,220.756226,-0.299262,18.083923
17672,0.923556,0.146746,0.052290,0.350383,221.495193,-0.358006,17.920973
17795,0.921728,0.145095,0.051889,0.355900,222.156982,-0.436797,17.723276
17915,0.919761,0.145928,0.053108,0.360439,222.730850,-0.429961,17.862356
18035,0.917810,0.146876,0.054035,0.364862,223.286331,-0.457907,18.001947
18155,0.916110,0.145113,0.054789,0.369696,223.890594,-0.395856,17.842226
18275,0.914076,0.144983,0.055372,0.374660,224.508286,-0.424563,17.851484
18395,0.912334,0.142558,0.056204,0.379680,225.139618,-0.326579,17.626112
18515,0.910385,0.141436,0.057696,0.384522,225.762512,-0.213169,17.571520
18638,0.908852,0.139736,0.058588,0.388615,226.283173,-0.120948,17.429672
18758,0.907320,0.138637,0.059752,0.392392,226.770828,-0.021350,17.365696
18878,0.906433,0.137213,0.059077,0.395037,227.084961,-0.075017,17.182932
18998,0.904400,0.137807,0.060971,0.399179,227.632767,0.015170,17.334087
19118,0.901977,0.139183,0.061172,0.404123,228.249481,-0.122717,17.488979
19238,0.899349,0.137284,0.060727,0.410644,229.052078,-0.201630,17.266014
19358,0.897761,0.134099,0.062043,0.414951,229.613968,0.006374,16.993776
19480,0.896116,0.131959,0.063112,0.419011,230.141296,0.144736,16.821577
19600,0.893814,0.132057,0.063383,0.423830,230.750061,0.078261,16.845821
19720,0.891451,0.131108,0.062574,0.429187,231.408157,-0.055910,16.706234
19840,0.889880,0.129299,0.062136,0.433044,231.886063,-0.080026,16.495256
19960,0.888706,0.126001,0.061270,0.436536,232.311615,-0.063398,16.107967
20080,0.888014,0.118135,0.058498,0.440505,232.766235,-0.010531,15.150048
20200,0.886267,0.111904,0.054657,0.446109,233.415817,-0.169728,14.307208
20321,0.884080,0.106907,0.050193,0.452157,234.120026,-0.454280,13.557782
20441,0.883108,0.102847,0.050312,0.454976,234.483307,-0.270654,13.146041
20561,0.881339,0.100880,0.051795,0.458665,234.978134,-0.071155,13.022480
20681,0.878994,0.101483,0.054390,0.462714,235.536789,0.097468,13.222924
20801,0.876396,0.101374,0.055594,0.467499,236.171295,0.152377,13.277513
20921,0.874415,0.101716,0.057090,0.470940,236.638535,0.231215,13.394714
21041,0.872164,0.101378,0.057777,0.475085,237.185577,0.255290,13.399347
21163,0.869843,0.101630,0.059371,0.479073,237.728027,0.338669,13.514642
21283,0.867095,0.100998,0.060251,0.484053,238.389679,0.384436,13.502290
21403,0.864333,0.101320,0.061760,0.488713,239.022064,0.442832,13.622357
21523,0.861691,0.100925,0.062590,0.493332,239.640076,0.474882,13.632627
21643,0.859321,0.099760,0.063753,0.497536,240.210419,0.590119,13.585904
21767,0.856696,0.100812,0.065565,0.501599,240.775543,0.641973,13.799280
21894,0.853600,0.100701,0.066224,0.506786,241.471466,0.629732,13.830675
22017,0.850331,0.100047,0.067243,0.512248,242.212326,0.679560,13.830619
22137,0.847700,0.102528,0.068536,0.515934,242.725327,0.595905,14.155766
22257,0.844631,0.101633,0.068436,0.521132,243.416595,0.554491,14.065137
22377,0.842083,0.100279,0.068954,0.525431,244.000595,0.615991,13.966934
22497,0.839955,0.099692,0.069571,0.528855,244.470627,0.654798,13.949992
22617,0.836903,0.100632,0.070247,0.533407,245.095383,0.585761,14.086820
22737,0.833313,0.101403,0.069881,0.538902,245.831879,0.410987,14.141928
22860,0.830103,0.100309,0.069546,0.544080,246.528641,0.361431,14.017288
22980,0.827186,0.099037,0.069386,0.548755,247.162674,0.349265,13.886590
23100,0.824848,0.097739,0.070613,0.552340,247.673447,0.488115,13.842499
23220,0.821875,0.098858,0.073338,0.556203,248.250900,0.606220,14.128242
23340,0.819080,0.097376,0.073124,0.560598,248.851410,0.608010,13.976132
23460,0.816402,0.096988,0.073473,0.564513,249.397919,0.599621,13.965034
23580,0.814632,0.095894,0.073704,0.567220,249.776550,0.647253,13.878583
23702,0.812738,0.097594,0.077512,0.569137,250.111511,0.853984,14.293786
23822,0.809862,0.095875,0.076866,0.573599,250.719788,0.831686,14.093013
23942,0.806655,0.094604,0.075153,0.578534,251.377930,0.675012,13.862917
24062,0.803800,0.093920,0.075133,0.582607,251.948639,0.650116,13.800825
24182,0.801053,0.093894,0.075538,0.586331,252.479904,0.625324,13.828838
24302,0.798549,0.095154,0.076994,0.589346,252.932037,0.619351,14.048162
24422,0.795416,0.096085,0.077813,0.593311,253.508743,0.559810,14.193716
24545,0.792236,0.094116,0.078381,0.597789,254.155411,0.668616,14.054836
24665,0.788849,0.092204,0.078686,0.602508,254.834381,0.746945,13.904757
24785,0.785919,0.090143,0.078036,0.606719,255.426147,0.760739,13.674295
24905,0.783242,0.089342,0.077488,0.610359,255.940155,0.706042,13.565757
25025,0.780890,0.089812,0.078407,0.613179,256.364319,0.705493,13.676515
25145,0.778229,0.090085,0.080554,0.616237,256.847015,0.822339,13.858099
25265,0.775250,0.089805,0.082026,0.619828,257.396698,0.908418,13.943047
25388,0.772443,0.088030,0.083322,0.623404,257.942719,1.086718,13.882144
25508,0.769834,0.086313,0.084608,0.626688,258.448029,1.265533,13.827359
25628,0.767075,0.086242,0.085730,0.629920,258.944916,1.310565,13.908875
25748,0.763395,0.085050,0.085793,0.634528,259.625702,1.321061,13.815254
25868,0.760247,0.082579,0.084037,0.638854,260.232544,1.275909,13.473360
25988,0.757363,0.082425,0.086029,0.642026,260.743591,1.402360,13.614469
26108,0.754233,0.080778,0.086235,0.645882,261.323730,1.474743,13.492816
26231,0.751236,0.080142,0.087357,0.649293,261.858002,1.557499,13.529048
26351,0.748393,0.078805,0.087222,0.652750,262.376007,1.585696,13.409647
26471,0.746515,0.077946,0.087451,0.654969,262.715942,1.630981,13.357426
26591,0.743379,0.077398,0.087270,0.658615,263.265594,1.592992,13.303886
26711,0.740789,0.077263,0.089837,0.661199,263.710968,1.772327,13.496390
26831,0.737713,0.075701,0.089535,0.664849,264.262634,1.801894,13.347700
26951,0.735611,0.073729,0.090605,0.667250,264.652649,2.000532,13.268986
27071,0.732720,0.072995,0.092397,0.670259,265.153259,2.151976,13.355553
27193,0.729677,0.072667,0.092427,0.673602,265.670776,2.119654,13.339617
27313,0.726957,0.071556,0.091785,0.676743,266.144806,2.097367,13.204065
27433,0.723661,0.071288,0.092818,0.680154,266.698456,2.141221,13.273417
27553,0.720913,0.069910,0.094075,0.683036,267.176331,2.300318,13.267475
27673,0.718168,0.068821,0.094633,0.685956,267.647095,2.378874,13.230885
27793,0.715180,0.068949,0.095543,0.688932,268.136566,2.387485,13.324570
27935,0.712099,0.066696,0.095810,0.692300,268.675995,2.527842,13.171578
28058,0.709188,0.064754,0.096202,0.695411,269.179932,2.658846,13.055178
28178,0.707100,0.063947,0.096679,0.697542,269.531067,2.723276,13.036074
28298,0.704067,0.064291,0.096886,0.700543,270.016968,2.656634,13.092260
28418,0.701075,0.065162,0.098345,0.703255,270.486328,2.650487,13.293313
28540,0.697606,0.063860,0.097987,0.706865,271.062256,2.661301,13.171761
28660,0.694729,0.063048,0.098314,0.709721,271.533844,2.700201,13.144377
28780,0.691888,0.061057,0.098486,0.712640,272.014526,2.823450,13.010669
28902,0.688617,0.059680,0.097430,0.716061,272.551971,2.792251,12.825926
29022,0.685468,0.056564,0.094618,0.719704,273.090607,2.768268,12.356215
